num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,actual_attention_duration,actual_attention_throughput,actual_mlp_duration,actual_mlp_throughput,actual_duration,actual_throughput
40,40,4,2048,51200,256,1,1,1,,,,,,
40,40,4,2048,51200,256,1,1,1,0.0023,1.188,0.0003,0.68,0.0023,1.328
40,80,4,2048,51200,256,1,1,1,,,,,,
40,40,4,2048,51200,256,1,1,1,,,,,,
40,40,4,2048,51200,256,1,1,1,,,,,,
40,40,4,2048,51200,256,1,1,1,,,,,,
40,40,4,2048,51200,256,1,1,1,0.002,1.388,0.0001,1.479,0.0022,1.385
40,80,4,2048,51200,256,1,1,1,,,,,,
40,40,4,2048,51200,256,1,1,1,,,,,,
40,40,4,2048,51200,256,1,1,1,,,,,,
40,40,4,2048,51200,256,1,1,1,0.0021,1.316,0.0002,1.073,0.0023,1.317
40,80,4,2048,51200,256,1,1,1,0.0019,3.072,0.0002,4.395,0.0021,3.189
40,120,4,2048,51200,256,1,1,1,0.0019,4.675,0.0002,9.847,0.0021,5.119
40,160,4,2048,51200,256,1,1,1,0.002,6.072,0.0002,17.425,0.0023,6.905
40,200,4,2048,51200,256,1,1,1,0.002,8.178,0.0002,27.126,0.0022,9.657
40,240,4,2048,51200,256,1,1,1,0.002,9.949,0.0002,40.107,0.0024,11.555
40,280,4,2048,51200,256,1,1,1,0.002,11.847,0.0002,52.515,0.0023,14.824
40,320,4,2048,51200,256,1,1,1,0.0021,13.514,0.0002,65.434,0.0026,16.024
40,360,4,2048,51200,256,1,1,1,0.0021,15.625,0.0002,76.794,0.0025,19.85
40,400,4,2048,51200,256,1,1,1,0.0022,17.358,0.0003,59.946,0.0027,21.978
40,440,4,2048,51200,256,1,1,1,0.0021,19.814,0.0003,89.527,0.0027,25.185
40,480,4,2048,51200,256,1,1,1,0.0023,21.012,0.0003,95.615,0.0029,26.591
40,520,4,2048,51200,256,1,1,1,0.0022,24.245,0.0004,91.326,0.0028,31.873
40,560,4,2048,51200,256,1,1,1,0.0022,26.232,0.0004,96.652,0.003,33.278
40,600,4,2048,51200,256,1,1,1,0.0022,28.461,0.0005,98.55,0.0032,34.988
40,640,4,2048,51200,256,1,1,1,0.0025,28.352,0.0005,109.369,0.0032,38.372
