num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,flash_attn_latency,mlp_4h_to_h,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
80,80,4,2048,51200,256,1,1,1,,,,,,,,
80,80,4,2048,51200,256,1,1,1,0.0006,5.275,0.0006,10.336,0.0001,10.549,0.0006,10.362
80,160,4,2048,51200,256,1,1,1,0.0006,36.857,0.0006,21.947,0.0,73.714,0.0006,25.803
80,240,4,2048,51200,256,1,1,1,0.0006,49.461,0.0006,35.757,0.0001,98.922,0.0006,43.381
80,320,4,2048,51200,256,1,1,1,0.0006,95.542,0.0006,48.039,0.0001,191.084,0.0007,63.333
80,400,4,2048,51200,256,1,1,1,0.0006,124.357,0.0006,63.184,0.0001,248.713,0.0007,86.356
80,480,4,2048,51200,256,1,1,1,0.0006,142.448,0.0006,84.017,0.0001,284.896,0.0007,115.84
80,560,4,2048,51200,256,1,1,1,0.0006,132.903,0.0006,95.175,0.0002,265.806,0.0008,129.647
80,640,4,2048,51200,256,1,1,1,0.0007,156.431,0.0007,106.418,0.0002,312.862,0.0008,149.232
80,720,4,2048,51200,256,1,1,1,0.0007,155.729,0.0007,114.016,0.0002,311.458,0.0009,159.843
80,800,4,2048,51200,256,1,1,1,0.0008,180.292,0.0008,122.754,0.0002,360.583,0.001,177.444
80,880,4,2048,51200,256,1,1,1,0.0009,190.736,0.0009,128.052,0.0003,381.472,0.0011,188.064
80,960,4,2048,51200,256,1,1,1,0.0009,162.57,0.0009,136.4,0.0004,325.14,0.0013,190.899
80,1040,4,2048,51200,256,1,1,1,0.001,184.286,0.001,140.936,0.0004,368.572,0.0014,204.255
80,1120,4,2048,51200,256,1,1,1,0.0011,206.429,0.0011,149.512,0.0004,412.858,0.0015,221.8
80,1200,4,2048,51200,256,1,1,1,0.0011,223.97,0.0011,156.275,0.0004,447.939,0.0015,236.048
80,1280,4,2048,51200,256,1,1,1,0.0012,223.213,0.0012,166.122,0.0005,446.425,0.0016,248.116
80,1360,4,2048,51200,256,1,1,1,0.0013,216.704,0.0013,169.509,0.0006,433.407,0.0018,250.935
80,1440,4,2048,51200,256,1,1,1,0.0013,194.603,0.0013,175.565,0.0007,389.207,0.002,249.319
80,1520,4,2048,51200,256,1,1,1,0.0014,223.246,0.0014,177.058,0.0007,446.492,0.0021,263.685
80,1600,4,2048,51200,256,1,1,1,0.0015,222.817,0.0015,183.362,0.0008,445.634,0.0023,270.994
80,1680,4,2048,51200,256,1,1,1,0.0016,207.755,0.0016,183.891,0.0009,415.511,0.0025,266.072
80,1760,4,2048,51200,256,1,1,1,0.0017,248.902,0.0017,194.286,0.0008,497.804,0.0025,294.573
80,1840,4,2048,51200,256,1,1,1,0.0017,222.074,0.0017,200.734,0.001,444.148,0.0027,290.159
80,1920,4,2048,51200,256,1,1,1,0.0018,178.081,0.0018,208.01,0.0014,356.162,0.0031,272.07
80,2000,4,2048,51200,256,1,1,1,0.0019,240.605,0.0019,212.65,0.0011,481.21,0.003,311.721
80,2080,4,2048,51200,256,1,1,1,0.0019,202.896,0.0019,218.185,0.0014,405.792,0.0033,296.756
80,2160,4,2048,51200,256,1,1,1,0.002,221.274,0.002,224.578,0.0014,442.547,0.0034,313.459
80,2240,4,2048,51200,256,1,1,1,0.0021,222.137,0.0021,231.191,0.0015,444.273,0.0036,319.973
80,2320,4,2048,51200,256,1,1,1,0.0021,234.523,0.0021,238.961,0.0015,469.045,0.0036,334.25
80,2400,4,2048,51200,256,1,1,1,0.0022,219.694,0.0022,246.715,0.0017,439.388,0.0039,331.577
