num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,flash_attn_latency,mlp_4h_to_h,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
24,24,4,2048,51200,256,1,1,1,,,,,,,,
24,24,4,2048,51200,256,1,1,1,0.0006,0.566,0.0006,2.855,0.0001,1.132,0.0006,2.676
24,48,4,2048,51200,256,1,1,1,0.0006,3.109,0.0006,5.87,0.0,6.219,0.0006,5.897
24,72,4,2048,51200,256,1,1,1,0.0006,4.606,0.0006,9.082,0.0001,9.212,0.0006,9.097
24,96,4,2048,51200,256,1,1,1,0.0005,7.955,0.0005,12.909,0.0001,15.911,0.0006,13.276
24,120,4,2048,51200,256,1,1,1,0.0006,12.63,0.0006,15.873,0.0001,25.26,0.0006,16.966
24,144,4,2048,51200,256,1,1,1,0.0006,18.424,0.0006,19.214,0.0001,36.848,0.0006,21.223
24,168,4,2048,51200,256,1,1,1,0.0006,26.126,0.0006,22.839,0.0001,52.251,0.0006,26.065
24,192,4,2048,51200,256,1,1,1,0.0006,37.843,0.0006,27.484,0.0001,75.687,0.0006,32.443
24,216,4,2048,51200,256,1,1,1,0.0006,44.965,0.0006,31.309,0.0001,89.931,0.0006,37.65
24,240,4,2048,51200,256,1,1,1,0.0005,61.043,0.0005,36.541,0.0001,122.085,0.0006,45.271
24,264,4,2048,51200,256,1,1,1,0.0006,65.401,0.0006,39.629,0.0001,130.802,0.0006,49.702
24,288,4,2048,51200,256,1,1,1,0.0006,76.089,0.0006,41.638,0.0001,152.179,0.0007,53.493
24,312,4,2048,51200,256,1,1,1,0.0006,83.765,0.0006,47.966,0.0001,167.53,0.0006,62.069
24,336,4,2048,51200,256,1,1,1,0.0006,88.502,0.0006,51.812,0.0001,177.004,0.0007,67.631
24,360,4,2048,51200,256,1,1,1,0.0006,100.443,0.0006,58.652,0.0001,200.886,0.0006,77.407
24,384,4,2048,51200,256,1,1,1,0.0006,110.924,0.0006,64.07,0.0001,221.847,0.0006,85.542
24,408,4,2048,51200,256,1,1,1,0.0005,111.411,0.0005,70.417,0.0001,222.822,0.0006,93.674
24,432,4,2048,51200,256,1,1,1,0.0006,122.306,0.0006,71.775,0.0001,244.612,0.0007,97.406
24,456,4,2048,51200,256,1,1,1,0.0006,146.846,0.0006,77.356,0.0001,293.692,0.0007,107.565
24,480,4,2048,51200,256,1,1,1,0.0006,171.741,0.0006,81.9,0.0001,343.483,0.0007,116.452
24,504,4,2048,51200,256,1,1,1,0.0006,150.463,0.0006,87.707,0.0001,300.925,0.0007,122.091
24,528,4,2048,51200,256,1,1,1,0.0006,127.09,0.0006,89.818,0.0001,254.179,0.0007,121.676
24,552,4,2048,51200,256,1,1,1,0.0006,128.073,0.0006,94.455,0.0002,256.145,0.0008,127.648
24,576,4,2048,51200,256,1,1,1,0.0006,131.363,0.0006,95.157,0.0002,262.727,0.0008,129.817
24,600,4,2048,51200,256,1,1,1,0.0006,146.431,0.0006,98.62,0.0002,292.862,0.0008,137.322
24,624,4,2048,51200,256,1,1,1,0.0007,153.576,0.0007,102.1,0.0002,307.151,0.0008,143.337
24,648,4,2048,51200,256,1,1,1,0.0007,147.57,0.0007,106.666,0.0002,295.14,0.0009,147.91
24,672,4,2048,51200,256,1,1,1,0.0007,137.677,0.0007,110.283,0.0002,275.354,0.0009,150.052
24,696,4,2048,51200,256,1,1,1,0.0007,163.71,0.0007,112.813,0.0002,327.42,0.0009,159.607
24,720,4,2048,51200,256,1,1,1,0.0007,177.391,0.0007,114.384,0.0002,354.781,0.0009,164.925
24,744,4,2048,51200,256,1,1,1,0.0007,179.303,0.0007,115.52,0.0002,358.606,0.0009,167.368
24,768,4,2048,51200,256,1,1,1,0.0008,180.9,0.0008,119.065,0.0002,361.8,0.001,172.471
24,792,4,2048,51200,256,1,1,1,0.0008,169.421,0.0008,118.32,0.0002,338.843,0.001,169.805
24,816,4,2048,51200,256,1,1,1,0.0008,164.595,0.0008,121.336,0.0003,329.191,0.0011,172.546
24,840,4,2048,51200,256,1,1,1,0.0008,173.634,0.0008,123.965,0.0003,347.268,0.0011,178.322
24,864,4,2048,51200,256,1,1,1,0.0008,166.948,0.0008,126.377,0.0003,333.895,0.0011,179.769
24,888,4,2048,51200,256,1,1,1,0.0009,183.986,0.0009,128.869,0.0003,367.972,0.0011,187.558
24,912,4,2048,51200,256,1,1,1,0.0009,199.463,0.0009,131.551,0.0003,398.925,0.0012,194.93
24,936,4,2048,51200,256,1,1,1,0.0009,193.554,0.0009,135.138,0.0003,387.108,0.0012,198.143
24,960,4,2048,51200,256,1,1,1,0.0009,155.729,0.0009,134.137,0.0004,311.458,0.0013,186.3
24,984,4,2048,51200,256,1,1,1,0.0009,205.172,0.0009,136.894,0.0003,410.344,0.0013,204.272
24,1008,4,2048,51200,256,1,1,1,0.001,186.002,0.001,139.898,0.0004,372.004,0.0013,202.966
24,1032,4,2048,51200,256,1,1,1,0.001,191.962,0.001,142.66,0.0004,383.924,0.0013,208.208
24,1056,4,2048,51200,256,1,1,1,0.001,189.409,0.001,145.028,0.0004,378.818,0.0014,210.47
24,1080,4,2048,51200,256,1,1,1,0.001,190.493,0.001,142.12,0.0004,380.987,0.0014,208.265
24,1104,4,2048,51200,256,1,1,1,0.0011,195.392,0.0011,145.469,0.0004,390.784,0.0015,213.82
24,1128,4,2048,51200,256,1,1,1,0.0011,201.029,0.0011,149.64,0.0004,402.059,0.0015,220.485
24,1152,4,2048,51200,256,1,1,1,0.0011,185.935,0.0011,151.956,0.0005,371.871,0.0015,218.37
24,1176,4,2048,51200,256,1,1,1,0.0011,208.528,0.0011,155.429,0.0004,417.056,0.0015,229.97
24,1200,4,2048,51200,256,1,1,1,0.0011,216.568,0.0011,158.289,0.0004,433.137,0.0015,236.024
24,1224,4,2048,51200,256,1,1,1,0.0011,214.526,0.0011,159.603,0.0005,429.053,0.0016,237.285
24,1248,4,2048,51200,256,1,1,1,0.0012,225.465,0.0012,161.53,0.0005,450.93,0.0016,243.257
24,1272,4,2048,51200,256,1,1,1,0.0012,226.922,0.0012,163.914,0.0005,453.844,0.0016,246.777
24,1296,4,2048,51200,256,1,1,1,0.0012,197.863,0.0012,164.273,0.0006,395.727,0.0018,237.607
24,1320,4,2048,51200,256,1,1,1,0.0012,207.016,0.0012,167.438,0.0006,414.032,0.0018,244.607
24,1344,4,2048,51200,256,1,1,1,0.0012,196.41,0.0012,168.379,0.0006,392.819,0.0018,241.84
24,1368,4,2048,51200,256,1,1,1,0.0013,207.144,0.0013,169.854,0.0006,414.287,0.0019,247.887
24,1392,4,2048,51200,256,1,1,1,0.0013,211.026,0.0013,171.888,0.0006,422.051,0.0019,251.792
24,1416,4,2048,51200,256,1,1,1,0.0013,213.262,0.0013,175.516,0.0006,426.523,0.0019,256.65
24,1440,4,2048,51200,256,1,1,1,0.0013,198.515,0.0013,176.182,0.0007,397.03,0.002,251.608
24,1464,4,2048,51200,256,1,1,1,0.0013,219.831,0.0013,178.472,0.0006,439.661,0.002,262.91
24,1488,4,2048,51200,256,1,1,1,0.0014,227.097,0.0014,179.698,0.0006,454.195,0.002,267.3
24,1512,4,2048,51200,256,1,1,1,0.0014,206.188,0.0014,184.482,0.0007,412.377,0.0021,263.76
24,1536,4,2048,51200,256,1,1,1,0.0014,228.186,0.0014,184.323,0.0007,456.372,0.0021,273.133
24,1560,4,2048,51200,256,1,1,1,0.0014,213.471,0.0014,186.82,0.0007,426.942,0.0022,269.829
24,1584,4,2048,51200,256,1,1,1,0.0015,214.935,0.0015,185.699,0.0008,429.869,0.0022,269.731
24,1608,4,2048,51200,256,1,1,1,0.0015,217.584,0.0015,188.643,0.0008,435.167,0.0022,274.006
24,1632,4,2048,51200,256,1,1,1,0.0015,215.43,0.0015,188.027,0.0008,430.86,0.0023,272.797
24,1656,4,2048,51200,256,1,1,1,0.0015,197.046,0.0015,193.264,0.0009,394.092,0.0024,269.047
24,1680,4,2048,51200,256,1,1,1,0.0015,209.43,0.0015,192.34,0.0009,418.861,0.0024,274.635
24,1704,4,2048,51200,256,1,1,1,0.0015,229.046,0.0015,198.44,0.0008,458.092,0.0024,289.614
24,1728,4,2048,51200,256,1,1,1,0.0016,208.003,0.0016,196.831,0.0009,416.006,0.0025,278.521
24,1752,4,2048,51200,256,1,1,1,0.0016,245.872,0.0016,199.6,0.0008,491.745,0.0024,298.572
24,1776,4,2048,51200,256,1,1,1,0.0017,221.927,0.0017,196.655,0.0009,443.855,0.0026,285.602
24,1800,4,2048,51200,256,1,1,1,0.0016,212.558,0.0016,204.476,0.001,425.115,0.0026,288.341
24,1824,4,2048,51200,256,1,1,1,0.0017,215.145,0.0017,201.008,0.001,430.29,0.0027,286.842
24,1848,4,2048,51200,256,1,1,1,0.0017,221.86,0.0017,207.644,0.001,443.72,0.0027,296.378
24,1872,4,2048,51200,256,1,1,1,0.0017,213.188,0.0017,203.414,0.0011,426.376,0.0028,288.471
