num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,flash_attn_latency,mlp_4h_to_h,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
96,96,4,2048,51200,256,1,1,1,,,,,,,,
96,96,4,2048,51200,256,1,1,1,0.0009,7.914,0.0009,7.779,0.0001,15.828,0.001,8.404
96,192,4,2048,51200,256,1,1,1,0.0006,55.108,0.0006,27.599,0.0,110.215,0.0006,33.653
96,288,4,2048,51200,256,1,1,1,0.0005,71.224,0.0005,45.136,0.0001,142.448,0.0006,57.019
96,384,4,2048,51200,256,1,1,1,0.0006,122.016,0.0006,62.959,0.0001,244.032,0.0006,85.297
96,480,4,2048,51200,256,1,1,1,0.0007,159.682,0.0007,71.58,0.0001,319.363,0.0008,102.593
96,576,4,2048,51200,256,1,1,1,0.0007,152.606,0.0007,84.317,0.0001,305.212,0.0009,120.965
96,672,4,2048,51200,256,1,1,1,0.0007,155.894,0.0007,109.725,0.0002,311.789,0.0009,153.789
96,768,4,2048,51200,256,1,1,1,0.0007,190.155,0.0007,121.346,0.0002,380.31,0.0009,176.96
96,864,4,2048,51200,256,1,1,1,0.0008,176.845,0.0008,127.913,0.0003,353.69,0.0011,184.061
96,960,4,2048,51200,256,1,1,1,0.0009,177.474,0.0009,137.555,0.0003,354.948,0.0012,196.848
96,1056,4,2048,51200,256,1,1,1,0.001,199.284,0.001,144.643,0.0004,398.569,0.0014,213.017
96,1152,4,2048,51200,256,1,1,1,0.0011,172.867,0.0011,153.661,0.0005,345.735,0.0016,215.125
96,1248,4,2048,51200,256,1,1,1,0.0011,232.915,0.0011,163.095,0.0004,465.83,0.0016,247.192
96,1344,4,2048,51200,256,1,1,1,0.0012,197.986,0.0012,168.575,0.0006,395.973,0.0018,242.663
96,1440,4,2048,51200,256,1,1,1,0.0013,196.131,0.0013,172.42,0.0007,392.263,0.002,247.033
96,1536,4,2048,51200,256,1,1,1,0.0014,236.42,0.0014,180.998,0.0007,472.84,0.0021,272.859
96,1632,4,2048,51200,256,1,1,1,0.0015,225.587,0.0015,188.547,0.0008,451.174,0.0023,277.658
96,1728,4,2048,51200,256,1,1,1,0.0016,235.204,0.0016,195.272,0.0008,470.407,0.0024,289.552
96,1824,4,2048,51200,256,1,1,1,0.0017,229.242,0.0017,201.952,0.001,458.484,0.0026,294.483
96,1920,4,2048,51200,256,1,1,1,0.0018,164.968,0.0018,209.034,0.0015,329.935,0.0032,263.738
96,2016,4,2048,51200,256,1,1,1,0.0019,217.326,0.0019,215.374,0.0012,434.653,0.0031,302.334
96,2112,4,2048,51200,256,1,1,1,0.002,233.294,0.002,221.378,0.0013,466.587,0.0032,316.985
96,2208,4,2048,51200,256,1,1,1,0.002,243.987,0.002,229.157,0.0013,487.973,0.0034,330.316
96,2304,4,2048,51200,256,1,1,1,0.0021,202.564,0.0021,238.211,0.0017,405.129,0.0038,313.12
96,2400,4,2048,51200,256,1,1,1,0.0022,204.907,0.0022,244.138,0.0018,409.813,0.004,319.534
96,2496,4,2048,51200,256,1,1,1,0.0023,248.062,0.0023,251.474,0.0016,496.124,0.0039,353.79
96,2592,4,2048,51200,256,1,1,1,0.0024,225.87,0.0024,259.658,0.0019,451.739,0.0043,346.434
96,2688,4,2048,51200,256,1,1,1,0.0024,222.552,0.0024,268.948,0.0021,445.105,0.0046,351.159
96,2784,4,2048,51200,256,1,1,1,0.0025,226.73,0.0025,275.574,0.0022,453.459,0.0048,359.27
96,2880,4,2048,51200,256,1,1,1,0.0026,180.938,0.0026,283.049,0.003,361.876,0.0056,325.281
96,2976,4,2048,51200,256,1,1,1,0.0027,247.183,0.0027,289.267,0.0023,494.365,0.005,384.726
96,3072,4,2048,51200,256,1,1,1,0.0028,232.951,0.0028,297.521,0.0027,465.902,0.0054,379.901
96,3168,4,2048,51200,256,1,1,1,0.0029,215.854,0.0029,303.871,0.003,431.709,0.0059,369.768
96,3264,4,2048,51200,256,1,1,1,0.003,186.537,0.003,309.153,0.0037,373.074,0.0067,344.81
96,3360,4,2048,51200,256,1,1,1,0.0031,196.541,0.0031,315.651,0.0038,393.082,0.0068,358.374
96,3456,4,2048,51200,256,1,1,1,0.0031,203.061,0.0031,322.655,0.0039,406.121,0.007,368.621
96,3552,4,2048,51200,256,1,1,1,0.0032,223.193,0.0032,332.723,0.0037,446.385,0.0069,393.694
96,3648,4,2048,51200,256,1,1,1,0.0033,241.18,0.0033,338.506,0.0036,482.361,0.0069,413.725
96,3744,4,2048,51200,256,1,1,1,0.0034,231.394,0.0034,343.864,0.004,462.788,0.0074,407.906
96,3840,4,2048,51200,256,1,1,1,0.0035,167.961,0.0035,351.307,0.0058,335.922,0.0092,341.725
96,3936,4,2048,51200,256,1,1,1,0.0036,219.779,0.0036,359.512,0.0046,439.558,0.0082,404.726
96,4032,4,2048,51200,256,1,1,1,0.0036,219.519,0.0036,366.784,0.0049,439.037,0.0085,408.06
96,4128,4,2048,51200,256,1,1,1,0.0037,195.382,0.0037,372.462,0.0057,390.765,0.0095,383.523
96,4224,4,2048,51200,256,1,1,1,0.0038,214.775,0.0038,381.425,0.0054,429.55,0.0093,409.741
96,4320,4,2048,51200,256,1,1,1,0.0039,228.606,0.0039,387.615,0.0054,457.211,0.0093,427.854
96,4416,4,2048,51200,256,1,1,1,0.004,229.19,0.004,394.509,0.0056,458.381,0.0096,431.738
96,4512,4,2048,51200,256,1,1,1,0.004,199.393,0.004,404.722,0.0067,398.785,0.0107,401.022
96,4608,4,2048,51200,256,1,1,1,0.0041,182.809,0.0041,412.657,0.0076,365.617,0.0117,382.141
96,4704,4,2048,51200,256,1,1,1,0.0042,196.307,0.0042,418.183,0.0074,392.613,0.0116,401.913
96,4800,4,2048,51200,256,1,1,1,0.0043,209.848,0.0043,425.731,0.0072,419.696,0.0115,421.955
