num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,flash_attn_latency,mlp_4h_to_h,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
72,72,4,2048,51200,256,1,1,1,,,,,,,,
72,72,4,2048,51200,256,1,1,1,0.0005,4.636,0.0005,9.487,0.0001,9.272,0.0006,9.462
72,144,4,2048,51200,256,1,1,1,0.0006,18.959,0.0006,19.96,0.0001,37.917,0.0006,22.023
72,216,4,2048,51200,256,1,1,1,0.0005,41.817,0.0005,32.248,0.0001,83.634,0.0006,38.333
72,288,4,2048,51200,256,1,1,1,0.0006,66.226,0.0006,42.908,0.0001,132.452,0.0007,54.058
72,360,4,2048,51200,256,1,1,1,0.0006,93.048,0.0006,58.728,0.0001,186.097,0.0006,76.69
72,432,4,2048,51200,256,1,1,1,0.0006,132.595,0.0006,71.955,0.0001,265.191,0.0007,98.753
72,504,4,2048,51200,256,1,1,1,0.0006,138.082,0.0006,89.283,0.0001,276.164,0.0007,122.134
72,576,4,2048,51200,256,1,1,1,0.0008,130.293,0.0008,79.387,0.0002,260.586,0.0009,111.983
72,648,4,2048,51200,256,1,1,1,0.0007,150.475,0.0007,107.571,0.0002,300.95,0.0008,149.524
72,720,4,2048,51200,256,1,1,1,0.0007,162.648,0.0007,116.773,0.0002,325.296,0.0009,164.448
72,792,4,2048,51200,256,1,1,1,0.0008,174.188,0.0008,121.668,0.0002,348.376,0.001,174.604
72,864,4,2048,51200,256,1,1,1,0.0008,172.116,0.0008,128.751,0.0003,344.233,0.0011,183.704
72,936,4,2048,51200,256,1,1,1,0.0009,196.039,0.0009,133.815,0.0003,392.077,0.0012,197.305
72,1008,4,2048,51200,256,1,1,1,0.0009,192.186,0.0009,142.282,0.0003,384.373,0.0013,207.309
72,1080,4,2048,51200,256,1,1,1,0.001,194.013,0.001,147.048,0.0004,388.026,0.0014,214.542
72,1152,4,2048,51200,256,1,1,1,0.0011,194.067,0.0011,155.7,0.0004,388.134,0.0015,224.994
72,1224,4,2048,51200,256,1,1,1,0.0011,212.484,0.0011,161.582,0.0005,424.967,0.0016,238.704
72,1296,4,2048,51200,256,1,1,1,0.0012,192.682,0.0012,164.251,0.0006,385.364,0.0018,235.578
72,1368,4,2048,51200,256,1,1,1,0.0013,204.518,0.0013,170.112,0.0006,409.037,0.0019,247.131
72,1440,4,2048,51200,256,1,1,1,0.0013,202.563,0.0013,178.147,0.0007,405.126,0.002,255.204
72,1512,4,2048,51200,256,1,1,1,0.0014,222.874,0.0014,181.738,0.0007,445.748,0.0021,268.104
72,1584,4,2048,51200,256,1,1,1,0.0015,213.817,0.0015,184.313,0.0008,427.633,0.0022,267.928
72,1656,4,2048,51200,256,1,1,1,0.0015,223.423,0.0015,193.934,0.0008,446.847,0.0023,282.228
