num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,flash_attn_latency,mlp_4h_to_h,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
16,16,4,2048,51200,256,1,1,1,,,,,,,,
16,16,4,2048,51200,256,1,1,1,0.0006,0.217,0.0006,1.944,0.0001,0.434,0.0006,1.761
16,32,4,2048,51200,256,1,1,1,0.0006,1.449,0.0006,4.021,0.0,2.898,0.0006,3.934
16,48,4,2048,51200,256,1,1,1,0.0006,3.3,0.0006,5.738,0.0,6.599,0.0006,5.8
16,64,4,2048,51200,256,1,1,1,0.0005,5.876,0.0005,8.333,0.0,11.753,0.0006,8.597
16,80,4,2048,51200,256,1,1,1,0.0006,5.813,0.0006,10.445,0.0001,11.625,0.0006,10.581
16,96,4,2048,51200,256,1,1,1,0.0006,9.425,0.0006,12.421,0.0001,18.851,0.0006,13.074
16,112,4,2048,51200,256,1,1,1,0.0006,16.006,0.0006,14.96,0.0001,32.013,0.0006,16.399
16,128,4,2048,51200,256,1,1,1,0.0005,17.992,0.0005,17.898,0.0001,35.983,0.0006,19.698
16,144,4,2048,51200,256,1,1,1,0.0005,19.414,0.0005,20.073,0.0001,38.827,0.0006,22.194
16,160,4,2048,51200,256,1,1,1,0.0006,26.99,0.0006,22.24,0.0001,53.981,0.0006,25.42
16,176,4,2048,51200,256,1,1,1,0.0006,42.576,0.0006,25.035,0.0,85.153,0.0006,29.808
16,192,4,2048,51200,256,1,1,1,0.0006,35.034,0.0006,27.512,0.0001,70.067,0.0006,32.206
16,208,4,2048,51200,256,1,1,1,0.0006,63.859,0.0006,28.714,0.0,127.718,0.0006,35.699
16,224,4,2048,51200,256,1,1,1,0.0007,45.021,0.0007,25.296,0.0001,90.042,0.0008,31.228
16,240,4,2048,51200,256,1,1,1,0.0006,78.512,0.0006,34.67,0.0,157.025,0.0006,44.135
16,256,4,2048,51200,256,1,1,1,0.0006,69.274,0.0006,35.251,0.0001,138.547,0.0007,44.793
16,272,4,2048,51200,256,1,1,1,0.0006,76.816,0.0006,40.147,0.0001,153.632,0.0006,51.365
16,288,4,2048,51200,256,1,1,1,0.0006,70.194,0.0006,43.702,0.0001,140.388,0.0006,55.327
16,304,4,2048,51200,256,1,1,1,0.0006,80.369,0.0006,45.236,0.0001,160.737,0.0007,58.419
16,320,4,2048,51200,256,1,1,1,0.0006,99.273,0.0006,49.063,0.0001,198.547,0.0006,64.801
16,336,4,2048,51200,256,1,1,1,0.0006,84.461,0.0006,52.05,0.0001,168.921,0.0007,67.493
16,352,4,2048,51200,256,1,1,1,0.0006,130.465,0.0006,54.751,0.0001,260.931,0.0006,74.74
16,368,4,2048,51200,256,1,1,1,0.0006,118.652,0.0006,58.381,0.0001,237.303,0.0006,78.976
16,384,4,2048,51200,256,1,1,1,0.0006,113.105,0.0006,64.312,0.0001,226.21,0.0006,86.048
16,400,4,2048,51200,256,1,1,1,0.0006,116.508,0.0006,66.347,0.0001,233.017,0.0007,89.331
16,416,4,2048,51200,256,1,1,1,0.0006,139.672,0.0006,69.205,0.0001,279.345,0.0006,95.518
16,432,4,2048,51200,256,1,1,1,0.0005,122.6,0.0005,75.222,0.0001,245.2,0.0006,101.4
16,448,4,2048,51200,256,1,1,1,0.0006,136.9,0.0006,78.056,0.0001,273.8,0.0006,107.001
16,464,4,2048,51200,256,1,1,1,0.0006,152.834,0.0006,77.65,0.0001,305.668,0.0007,108.834
16,480,4,2048,51200,256,1,1,1,0.0006,154.202,0.0006,80.517,0.0001,308.405,0.0007,113.069
16,496,4,2048,51200,256,1,1,1,0.0006,147.646,0.0006,85.672,0.0001,295.291,0.0007,119.044
16,512,4,2048,51200,256,1,1,1,0.0006,172.905,0.0006,90.029,0.0001,345.811,0.0007,127.857
16,528,4,2048,51200,256,1,1,1,0.0006,133.399,0.0006,90.606,0.0001,266.799,0.0007,123.677
16,544,4,2048,51200,256,1,1,1,0.0006,126.728,0.0006,93.619,0.0002,253.456,0.0008,126.227
16,560,4,2048,51200,256,1,1,1,0.0006,133.317,0.0006,95.313,0.0002,266.633,0.0008,129.878
16,576,4,2048,51200,256,1,1,1,0.0006,134.085,0.0006,97.605,0.0002,268.171,0.0008,133.022
16,592,4,2048,51200,256,1,1,1,0.0006,145.958,0.0006,99.015,0.0002,291.917,0.0008,137.412
16,608,4,2048,51200,256,1,1,1,0.0006,155.536,0.0006,102.207,0.0002,311.072,0.0008,143.284
16,624,4,2048,51200,256,1,1,1,0.0007,158.066,0.0007,103.645,0.0002,316.132,0.0008,145.908
16,640,4,2048,51200,256,1,1,1,0.0007,172.872,0.0007,107.163,0.0002,345.744,0.0008,153.095
16,656,4,2048,51200,256,1,1,1,0.0007,163.588,0.0007,107.326,0.0002,327.175,0.0008,152.161
16,672,4,2048,51200,256,1,1,1,0.0007,157.958,0.0007,109.648,0.0002,315.916,0.0009,154.143
16,688,4,2048,51200,256,1,1,1,0.0007,157.053,0.0007,110.895,0.0002,314.106,0.0009,155.813
16,704,4,2048,51200,256,1,1,1,0.0007,175.079,0.0007,113.362,0.0002,350.158,0.0009,162.789
16,720,4,2048,51200,256,1,1,1,0.0007,184.001,0.0007,111.58,0.0002,368.001,0.0009,162.922
16,736,4,2048,51200,256,1,1,1,0.0007,189.074,0.0007,113.993,0.0002,378.149,0.0009,167.182
16,752,4,2048,51200,256,1,1,1,0.0008,187.631,0.0008,114.289,0.0002,375.262,0.001,167.797
16,768,4,2048,51200,256,1,1,1,0.0008,191.284,0.0008,118.278,0.0002,382.568,0.001,173.644
16,784,4,2048,51200,256,1,1,1,0.0008,167.674,0.0008,119.847,0.0002,335.349,0.001,170.836
16,800,4,2048,51200,256,1,1,1,0.0008,168.581,0.0008,122.139,0.0002,337.163,0.001,173.99
16,816,4,2048,51200,256,1,1,1,0.0008,169.875,0.0008,123.628,0.0003,339.75,0.0011,176.362
16,832,4,2048,51200,256,1,1,1,0.0008,183.458,0.0008,126.16,0.0002,366.917,0.001,182.889
16,848,4,2048,51200,256,1,1,1,0.0008,195.646,0.0008,127.096,0.0002,391.292,0.0011,187.165
16,864,4,2048,51200,256,1,1,1,0.0008,176.692,0.0008,131.76,0.0003,353.383,0.0011,188.147
16,880,4,2048,51200,256,1,1,1,0.0008,191.485,0.0008,130.128,0.0003,382.969,0.0011,190.561
