num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,attention_qkv_transform,attention_score,attention_over_value,attention_linear_projection,mlp_h_to_4h,transformer_layer_norm,logit_block,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
56,56,4,2048,51200,256,1,1,1,2.955,1.014,0.949,1.062,4.391,0.0,39.035,0.0051,0.771,0.0,8.783,0.0053,0.831
56,112,4,2048,51200,256,1,1,1,13.334,2.369,1.919,4.282,17.506,0.0,81.709,0.0048,1.741,0.0,35.012,0.0049,2.031
56,168,4,2048,51200,256,1,1,1,47.25,2.946,2.82,9.602,37.718,0.0,110.135,0.0053,2.491,0.0,75.436,0.0054,3.115
56,224,4,2048,51200,256,1,1,1,50.704,4.641,3.798,17.536,83.886,0.0,142.707,0.005,3.656,0.0,167.772,0.0051,4.853
56,280,4,2048,51200,256,1,1,1,63.297,4.847,4.655,27.168,76.187,0.0,133.552,0.0058,4.109,0.0001,152.373,0.006,5.717
56,336,4,2048,51200,256,1,1,1,86.813,6.811,5.666,28.686,96.038,0.0,147.755,0.0057,5.271,0.0001,192.076,0.0058,7.649
56,392,4,2048,51200,256,1,1,1,92.651,6.747,6.462,53.612,111.301,0.0,169.768,0.0061,6.012,0.0001,222.602,0.0062,9.065
56,448,4,2048,51200,256,1,1,1,114.39,9.033,7.493,69.55,140.048,0.0,188.773,0.0058,7.458,0.0001,280.097,0.006,11.615
56,504,4,2048,51200,256,1,1,1,114.503,8.606,8.201,102.608,131.953,0.0,217.554,0.0061,8.246,0.0001,263.906,0.0063,13.205
56,560,4,2048,51200,256,1,1,1,134.927,10.963,9.296,75.47,132.287,0.0001,131.536,0.0075,7.762,0.0002,264.574,0.0078,12.741
56,616,4,2048,51200,256,1,1,1,118.766,10.462,9.842,69.697,130.336,0.0001,145.599,0.0079,8.411,0.0002,260.671,0.0082,14.104
56,672,4,2048,51200,256,1,1,1,159.915,13.155,11.098,97.25,156.886,0.0001,155.225,0.0076,9.838,0.0002,313.772,0.0079,16.884
56,728,4,2048,51200,256,1,1,1,120.78,12.223,11.663,98.763,148.89,0.0001,168.804,0.008,10.43,0.0002,297.78,0.0084,18.225
56,784,4,2048,51200,256,1,1,1,154.963,14.9,12.879,108.612,160.002,0.0001,175.535,0.0078,11.845,0.0003,320.004,0.0082,21.036
56,840,4,2048,51200,256,1,1,1,150.319,14.023,13.434,106.963,157.458,0.0001,183.73,0.0083,12.39,0.0003,314.916,0.0087,22.344
56,896,4,2048,51200,256,1,1,1,169.91,16.651,14.764,129.36,194.576,0.0001,191.042,0.0081,13.901,0.0003,389.152,0.0085,25.563
56,952,4,2048,51200,256,1,1,1,134.794,15.075,11.233,124.907,175.726,0.0001,196.881,0.0095,13.02,0.0003,351.453,0.01,24.302
56,1008,4,2048,51200,256,1,1,1,189.287,18.526,13.001,148.212,182.056,0.0001,207.195,0.0089,15.109,0.0004,364.112,0.0094,28.431
56,1064,4,2048,51200,256,1,1,1,155.537,18.956,12.493,121.964,175.68,0.0001,153.53,0.0111,13.159,0.0004,351.359,0.0117,25.046
56,1120,4,2048,51200,256,1,1,1,199.148,19.38,14.011,160.463,198.917,0.0001,162.278,0.0108,14.506,0.0004,397.834,0.0115,27.947
56,1176,4,2048,51200,256,1,1,1,164.703,20.844,13.779,132.911,164.289,0.0001,155.971,0.0117,14.535,0.0006,328.577,0.0125,28.131
56,1232,4,2048,51200,256,1,1,1,195.176,22.348,15.73,158.84,185.499,0.0001,162.109,0.0114,15.99,0.0005,370.998,0.0122,31.283
56,1288,4,2048,51200,256,1,1,1,160.462,22.579,15.079,137.052,174.927,0.0001,172.727,0.0117,16.621,0.0006,349.854,0.0126,32.697
56,1344,4,2048,51200,256,1,1,1,198.784,23.04,16.794,178.8,218.607,0.0001,194.744,0.011,18.885,0.0005,437.214,0.0118,37.612
56,1400,4,2048,51200,256,1,1,1,175.389,24.555,15.237,150.905,159.163,0.0001,171.13,0.0126,17.622,0.0008,318.325,0.0137,35.03
56,1456,4,2048,51200,256,1,1,1,182.754,26.312,18.423,172.492,209.766,0.0001,179.909,0.0121,19.607,0.0007,419.532,0.013,39.611
56,1512,4,2048,51200,256,1,1,1,170.565,26.351,16.517,159.036,173.569,0.0001,176.783,0.0131,19.233,0.0009,347.138,0.0142,38.832
56,1568,4,2048,51200,256,1,1,1,219.274,26.133,19.328,188.87,222.479,0.0001,162.612,0.0136,19.601,0.0007,444.959,0.0146,40.393
56,1624,4,2048,51200,256,1,1,1,160.452,28.107,17.586,157.153,183.05,0.0001,165.839,0.0143,19.66,0.0009,366.1,0.0155,40.374
56,1680,4,2048,51200,256,1,1,1,186.521,29.883,21.279,179.623,181.285,0.0001,181.146,0.0133,22.357,0.001,362.57,0.0146,45.723
56,1736,4,2048,51200,256,1,1,1,176.479,29.779,18.766,165.293,185.542,0.0001,205.239,0.0133,23.621,0.0011,371.084,0.0146,48.47
56,1792,4,2048,51200,256,1,1,1,210.791,32.536,22.522,200.814,219.955,0.0001,180.586,0.0139,23.873,0.001,439.911,0.0151,49.88
56,1848,4,2048,51200,256,1,1,1,163.084,29.942,21.346,149.192,179.809,0.0001,190.345,0.0145,23.948,0.0012,359.619,0.016,49.598
56,1904,4,2048,51200,256,1,1,1,199.653,32.227,24.629,166.355,207.895,0.0001,168.751,0.0153,23.894,0.0011,415.79,0.0167,50.316
56,1960,4,2048,51200,256,1,1,1,187.89,31.587,22.758,162.621,167.147,0.0001,163.715,0.0164,23.362,0.0015,334.293,0.0182,48.764
56,2016,4,2048,51200,256,1,1,1,199.431,21.896,25.029,200.183,231.565,0.0001,164.159,0.0174,23.046,0.0012,463.13,0.0189,49.561
56,2072,4,2048,51200,256,1,1,1,182.416,33.254,24.087,154.933,172.418,0.0002,165.165,0.0171,24.569,0.0016,344.835,0.0192,51.134
56,2128,4,2048,51200,256,1,1,1,210.872,36.103,27.488,176.516,210.131,0.0002,170.715,0.0165,26.629,0.0014,420.262,0.0184,56.115
56,2184,4,2048,51200,256,1,1,1,167.933,34.869,24.848,165.039,153.27,0.0002,169.773,0.0177,25.924,0.002,306.54,0.0202,53.563
56,2240,4,2048,51200,256,1,1,1,187.599,40.207,27.639,199.457,225.847,0.0002,169.769,0.0174,27.563,0.0015,451.694,0.0193,58.797
56,2296,4,2048,51200,256,1,1,1,185.037,36.551,25.201,163.903,165.956,0.0002,173.114,0.0182,27.421,0.0021,331.912,0.0208,57.246
56,2352,4,2048,51200,256,1,1,1,217.412,39.751,30.03,172.44,181.574,0.0002,159.372,0.0188,27.725,0.002,363.149,0.0213,58.575
56,2408,4,2048,51200,256,1,1,1,157.399,38.018,26.622,166.413,159.175,0.0002,160.3,0.0201,26.888,0.0024,318.35,0.023,56.521
