num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,attention_key_value_query_transform,attention_key_query_prob,attention_prob_times_values,attention_linear_projection,mlp_h_to_4h,transformer_layer_norm,logit_block,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
72,72,4,2048,51200,256,1,1,1,4.252,1.004,0.954,1.799,7.322,0.0,54.621,0.0062,0.841,0.0,14.644,0.0063,0.933
72,144,4,2048,51200,256,1,1,1,18.572,2.371,1.932,7.477,29.491,0.0,95.061,0.0059,1.865,0.0,58.982,0.006,2.278
72,216,4,2048,51200,256,1,1,1,45.285,2.927,2.846,17.155,75.386,0.0,138.426,0.0064,2.731,0.0,150.772,0.0066,3.61
72,288,4,2048,51200,256,1,1,1,73.114,4.637,3.82,30.065,83.679,0.0,131.908,0.0065,3.783,0.0001,167.359,0.0067,5.316
72,360,4,2048,51200,256,1,1,1,80.268,4.803,4.693,46.241,99.223,0.0,164.096,0.0071,4.629,0.0001,198.445,0.0072,6.861
72,432,4,2048,51200,256,1,1,1,101.651,6.791,5.692,68.866,129.124,0.0,174.972,0.0069,5.986,0.0001,258.247,0.0071,9.282
72,504,4,2048,51200,256,1,1,1,113.256,6.697,6.495,75.177,129.732,0.0,207.118,0.0073,6.88,0.0001,259.464,0.0076,11.082
72,576,4,2048,51200,256,1,1,1,145.291,8.991,7.538,81.57,155.576,0.0001,134.763,0.0085,7.124,0.0001,311.152,0.0088,11.852
72,648,4,2048,51200,256,1,1,1,124.934,8.538,8.167,72.327,130.793,0.0001,151.116,0.0091,7.832,0.0002,261.586,0.0094,13.358
72,720,4,2048,51200,256,1,1,1,136.815,10.863,9.336,122.738,154.595,0.0001,162.672,0.0088,9.373,0.0002,309.191,0.0091,16.422
72,792,4,2048,51200,256,1,1,1,138.282,10.414,10.014,98.515,138.543,0.0001,170.742,0.0094,10.002,0.0003,277.085,0.0099,17.876
72,864,4,2048,51200,256,1,1,1,162.066,13.102,11.156,156.481,185.144,0.0001,175.331,0.0092,11.558,0.0003,370.287,0.0097,21.187
72,936,4,2048,51200,256,1,1,1,143.885,12.218,11.751,118.354,164.988,0.0001,192.944,0.0097,12.352,0.0003,329.976,0.0102,22.966
72,1008,4,2048,51200,256,1,1,1,184.586,14.899,12.938,142.625,171.691,0.0001,203.067,0.0094,14.226,0.0004,343.383,0.01,26.803
72,1080,4,2048,51200,256,1,1,1,146.222,13.89,13.492,122.691,176.718,0.0001,148.601,0.0119,12.473,0.0004,353.436,0.0126,23.914
72,1152,4,2048,51200,256,1,1,1,190.064,16.682,14.84,164.622,189.039,0.0001,151.279,0.0118,13.94,0.0005,378.078,0.0125,27.09
72,1224,4,2048,51200,256,1,1,1,172.99,14.998,11.346,140.682,165.494,0.0001,177.784,0.0127,14.161,0.0006,330.989,0.0136,27.74
72,1296,4,2048,51200,256,1,1,1,174.997,18.456,13.039,152.139,190.785,0.0001,172.441,0.0126,15.579,0.0006,381.57,0.0135,30.951
72,1368,4,2048,51200,256,1,1,1,169.863,18.839,12.56,142.638,171.446,0.0001,168.371,0.0137,15.695,0.0007,342.892,0.0146,31.416
72,1440,4,2048,51200,256,1,1,1,220.495,19.498,14.159,181.407,217.921,0.0001,173.537,0.0135,17.223,0.0006,435.842,0.0144,35.071
72,1512,4,2048,51200,256,1,1,1,171.21,20.865,13.836,157.91,166.858,0.0001,203.602,0.0132,19.006,0.0009,333.715,0.0144,38.326
72,1584,4,2048,51200,256,1,1,1,196.328,22.442,15.736,167.434,199.807,0.0001,163.215,0.0148,18.342,0.0008,399.615,0.0158,37.841
72,1656,4,2048,51200,256,1,1,1,174.727,22.75,15.081,158.206,175.318,0.0001,167.868,0.0155,18.816,0.001,350.636,0.0167,38.834
72,1728,4,2048,51200,256,1,1,1,208.618,23.101,16.813,196.318,209.733,0.0001,173.12,0.0153,20.39,0.0009,419.466,0.0165,42.658
72,1800,4,2048,51200,256,1,1,1,159.584,24.493,15.321,144.849,172.005,0.0001,157.332,0.0174,19.179,0.0012,344.01,0.0189,40.158
72,1872,4,2048,51200,256,1,1,1,203.352,26.225,18.536,150.809,203.487,0.0001,156.753,0.017,20.863,0.0011,406.974,0.0184,44.208
72,1944,4,2048,51200,256,1,1,1,175.145,26.263,16.482,154.639,179.035,0.0001,156.974,0.0183,20.673,0.0014,358.069,0.0199,43.8
72,2016,4,2048,51200,256,1,1,1,220.376,26.091,19.447,192.587,216.268,0.0001,168.112,0.0174,23.106,0.0012,432.535,0.0189,49.487
72,2088,4,2048,51200,256,1,1,1,181.626,27.978,17.663,153.494,172.262,0.0002,164.289,0.0188,22.679,0.0017,344.523,0.0209,47.661
72,2160,4,2048,51200,256,1,1,1,202.397,29.674,21.327,176.197,214.843,0.0002,178.799,0.0175,25.694,0.0014,429.686,0.0195,54.603
72,2232,4,2048,51200,256,1,1,1,173.497,29.749,18.934,149.689,166.712,0.0002,198.304,0.0179,26.65,0.002,333.424,0.0203,55.564
72,2304,4,2048,51200,256,1,1,1,203.869,32.968,22.517,194.658,209.06,0.0002,171.062,0.0188,26.724,0.0017,418.12,0.0209,57.22
72,2376,4,2048,51200,256,1,1,1,110.136,29.891,21.434,165.404,175.677,0.0002,162.575,0.0217,24.369,0.0021,351.354,0.0243,52.172
72,2448,4,2048,51200,256,1,1,1,194.42,23.028,24.576,187.978,184.988,0.0003,161.37,0.0217,25.702,0.0021,369.977,0.0243,55.241
72,2520,4,2048,51200,256,1,1,1,177.333,31.481,22.229,168.97,167.863,0.0003,164.307,0.0217,26.933,0.0025,335.726,0.0247,57.364
72,2592,4,2048,51200,256,1,1,1,220.562,36.187,24.87,207.564,232.04,0.0003,169.918,0.0207,29.639,0.0019,464.081,0.0231,64.648
72,2664,4,2048,51200,256,1,1,1,172.858,32.939,23.786,167.815,157.923,0.0003,150.137,0.0241,26.753,0.0029,315.846,0.0275,57.202
72,2736,4,2048,51200,256,1,1,1,189.221,35.372,27.153,197.154,193.112,0.0003,149.177,0.0239,28.176,0.0025,386.225,0.027,61.376
72,2808,4,2048,51200,256,1,1,1,177.174,34.845,24.516,168.439,161.798,0.0003,161.448,0.0241,29.271,0.0032,323.595,0.0278,62.564
72,2880,4,2048,51200,256,1,1,1,218.641,39.543,27.3,195.387,213.41,0.0003,142.402,0.0255,28.886,0.0025,426.821,0.0286,63.828
72,2952,4,2048,51200,256,1,1,1,172.756,36.314,25.384,177.616,177.78,0.0003,142.561,0.0273,28.193,0.0032,355.56,0.031,61.655
72,3024,4,2048,51200,256,1,1,1,166.393,39.519,29.913,198.601,192.805,0.0003,146.038,0.0268,29.95,0.0031,385.61,0.0304,65.81
