m,n,k,throughput,b
8192,140736,2048,157.991,
8192,140800,2048,158.635,
8192,140864,2048,159.448,
8192,140928,2048,159.298,
8192,140992,2048,159.004,
8192,141056,2048,159.007,
8192,141120,2048,159.563,
8192,141184,2048,158.249,
8192,141248,2048,159.415,
8192,141312,2048,158.309,
8192,141376,2048,158.667,
8192,141440,2048,161.138,
8192,141504,2048,159.686,
8192,141568,2048,157.665,
8192,141632,2048,157.567,
8192,141696,2048,158.782,
8192,141760,2048,157.715,
8192,141824,2048,158.99,
8192,141888,2048,158.578,
8192,141952,2048,159.27,
8192,142016,2048,158.439,
8192,142080,2048,161.307,
8192,142144,2048,160.619,
8192,142208,2048,158.962,
8192,142272,2048,158.669,
8192,142336,2048,159.155,
8192,142400,2048,158.136,
8192,142464,2048,158.877,
8192,142528,2048,159.705,
8192,142592,2048,159.282,
8192,142656,2048,158.768,
8192,142720,2048,158.326,
8192,142784,2048,159.605,
8192,142848,2048,158.097,
8192,142912,2048,158.437,
8192,142976,2048,158.778,
8192,143040,2048,158.58,
8192,143104,2048,159.186,
8192,143168,2048,158.294,
8192,143232,2048,159.274,
8192,143296,2048,158.844,
8192,143360,2048,158.632,
8192,143424,2048,158.995,
8192,143488,2048,159.23,
8192,143552,2048,159.389,
8192,143616,2048,161.631,
8192,143680,2048,158.689,
8192,143744,2048,159.837,
8192,143808,2048,159.029,
8192,143872,2048,158.833,
8192,143936,2048,158.598,
8192,144000,2048,159.437,
8192,144064,2048,158.291,
8192,144128,2048,159.272,
8192,144192,2048,158.918,
8192,144256,2048,160.06,
8192,144320,2048,159.299,
8192,144384,2048,159.026,
8192,144448,2048,158.29,
8192,144512,2048,158.396,
8192,144576,2048,159.097,
8192,144640,2048,159.092,
8192,144704,2048,159.424,
8192,144768,2048,158.287,
8192,144832,2048,157.955,
8192,144896,2048,158.671,
8192,144960,2048,159.552,
8192,145024,2048,159.605,
8192,145088,2048,158.824,
8192,145152,2048,159.46,
8192,145216,2048,159.347,
8192,145280,2048,158.642,
8192,145344,2048,158.534,
8192,145408,2048,158.092,
8192,145472,2048,159.192,
8192,145536,2048,159.025,
8192,145600,2048,158.39,
8192,145664,2048,159.491,
8192,145728,2048,158.758,
8192,145792,2048,159.119,
8192,145856,2048,159.405,
8192,145920,2048,160.999,
8192,145984,2048,161.172,
8192,146048,2048,158.292,
8192,146112,2048,158.996,
8192,146176,2048,158.864,
8192,146240,2048,158.094,
8192,146304,2048,158.295,
8192,146368,2048,158.058,
8192,146432,2048,160.105,
8192,146496,2048,159.112,
8192,146560,2048,158.963,
8192,146624,2048,158.214,
8192,146688,2048,158.832,
8192,146752,2048,158.166,
8192,146816,2048,158.301,
2048,64,2048,44.006,4.0
1024,64,2048,44.151,8.0
512,64,2048,44.006,16.0
256,64,2048,45.421,32.0
2048,128,2048,72.16,4.0
1024,128,2048,72.257,8.0
512,128,2048,74.462,16.0
256,128,2048,72.55,32.0
2048,192,2048,94.078,4.0
1024,192,2048,93.532,8.0
512,192,2048,94.631,16.0
256,192,2048,94.188,32.0
2048,256,2048,111.038,4.0
1024,256,2048,131.104,8.0
512,256,2048,111.5,16.0
256,256,2048,138.191,32.0
2048,320,2048,152.174,4.0
1024,320,2048,124.97,8.0
512,320,2048,124.046,16.0
256,320,2048,144.01,32.0
2048,384,2048,136.146,4.0
1024,384,2048,135.459,8.0
512,384,2048,134.892,16.0
256,384,2048,160.9,32.0
2048,448,2048,142.893,4.0
1024,448,2048,168.072,8.0
512,448,2048,140.437,16.0
256,448,2048,140.227,32.0
2048,512,2048,176.602,4.0
1024,512,2048,151.445,8.0
512,512,2048,172.905,16.0
256,512,2048,151.873,32.0
2048,576,2048,153.197,4.0
1024,576,2048,152.52,8.0
512,576,2048,169.064,16.0
256,576,2048,151.563,32.0
2048,640,2048,162.099,4.0
1024,640,2048,160.644,8.0
512,640,2048,162.001,16.0
256,640,2048,163.381,32.0
2048,704,2048,170.092,4.0
1024,704,2048,189.646,8.0
512,704,2048,168.442,16.0
256,704,2048,169.311,32.0
2048,768,2048,193.7,4.0
1024,768,2048,175.544,8.0
512,768,2048,174.026,16.0
256,768,2048,175.257,32.0
2048,832,2048,180.531,4.0
1024,832,2048,180.251,8.0
512,832,2048,178.865,16.0
256,832,2048,179.972,32.0
2048,896,2048,173.905,4.0
1024,896,2048,175.694,8.0
512,896,2048,176.354,16.0
256,896,2048,175.53,32.0
2048,960,2048,185.128,4.0
1024,960,2048,204.913,8.0
512,960,2048,187.892,16.0
256,960,2048,188.508,32.0
2048,1024,2048,190.633,4.0
1024,1024,2048,191.825,8.0
512,1024,2048,188.293,16.0
256,1024,2048,209.818,32.0
2048,1088,2048,201.564,4.0
1024,1088,2048,190.937,8.0
512,1088,2048,190.3,16.0
256,1088,2048,203.905,32.0
2048,1152,2048,192.274,4.0
1024,1152,2048,179.957,8.0
512,1152,2048,181.99,16.0
256,1152,2048,192.197,32.0
2048,1216,2048,198.841,4.0
1024,1216,2048,192.9,8.0
512,1216,2048,198.3,16.0
256,1216,2048,199.074,32.0
2048,1280,2048,202.593,4.0
1024,1280,2048,202.593,8.0
512,1280,2048,202.746,16.0
256,1280,2048,217.621,32.0
2048,1344,2048,198.212,4.0
1024,1344,2048,213.69,8.0
512,1344,2048,197.448,16.0
256,1344,2048,197.587,32.0
2048,1408,2048,221.1,4.0
1024,1408,2048,206.633,8.0
512,1408,2048,207.797,16.0
256,1408,2048,204.629,32.0
2048,1472,2048,207.391,4.0
1024,1472,2048,206.973,8.0
512,1472,2048,208.511,16.0
256,1472,2048,208.3,32.0
2048,1536,2048,208.764,4.0
1024,1536,2048,208.899,8.0
512,1536,2048,208.157,16.0
256,1536,2048,220.33,32.0
2048,1600,2048,224.519,4.0
1024,1600,2048,210.968,8.0
512,1600,2048,224.67,16.0
256,1600,2048,225.652,32.0
2048,1664,2048,224.922,4.0
1024,1664,2048,209.968,8.0
512,1664,2048,212.46,16.0
256,1664,2048,212.784,32.0
2048,1728,2048,197.057,4.0
1024,1728,2048,213.735,8.0
512,1728,2048,202.113,16.0
256,1728,2048,203.417,32.0
2048,1792,2048,203.195,4.0
1024,1792,2048,202.921,8.0
512,1792,2048,203.581,16.0
256,1792,2048,211.426,32.0
2048,1856,2048,217.935,4.0
1024,1856,2048,228.355,8.0
512,1856,2048,216.0,16.0
256,1856,2048,214.926,32.0
2048,1920,2048,196.896,4.0
1024,1920,2048,195.891,8.0
512,1920,2048,195.986,16.0
256,1920,2048,196.081,32.0
2048,1984,2048,217.101,4.0
1024,1984,2048,220.145,8.0
512,1984,2048,218.126,16.0
256,1984,2048,218.469,32.0
2048,2048,2048,220.935,4.0
1024,2048,2048,221.676,8.0
512,2048,2048,231.722,16.0
256,2048,2048,220.707,32.0
2048,2112,2048,218.887,4.0
1024,2112,2048,220.084,8.0
512,2112,2048,234.163,16.0
256,2112,2048,219.702,32.0
2048,2176,2048,194.353,4.0
1024,2176,2048,200.149,8.0
512,2176,2048,198.15,16.0
256,2176,2048,198.064,32.0
2048,2240,2048,219.003,4.0
1024,2240,2048,217.684,8.0
512,2240,2048,221.847,16.0
256,2240,2048,219.669,32.0
2048,2304,2048,204.004,4.0
1024,2304,2048,203.446,8.0
512,2304,2048,204.522,16.0
256,2304,2048,205.043,32.0
2048,2368,2048,224.505,4.0
1024,2368,2048,223.495,8.0
512,2368,2048,224.151,16.0
256,2368,2048,225.32,32.0
2048,2432,2048,218.1,4.0
1024,2432,2048,217.681,8.0
512,2432,2048,216.48,16.0
256,2432,2048,215.839,32.0
2048,2496,2048,219.246,4.0
1024,2496,2048,216.212,8.0
512,2496,2048,217.832,16.0
256,2496,2048,219.062,32.0
2048,2560,2048,212.58,4.0
1024,2560,2048,213.213,8.0
512,2560,2048,217.137,16.0
256,2560,2048,218.462,32.0
2048,2624,2048,221.937,4.0
1024,2624,2048,230.779,8.0
512,2624,2048,222.116,16.0
256,2624,2048,221.847,32.0
2048,2688,2048,215.076,4.0
1024,2688,2048,215.446,8.0
512,2688,2048,214.177,16.0
256,2688,2048,214.789,32.0
2048,2752,2048,221.464,4.0
1024,2752,2048,222.747,8.0
512,2752,2048,233.233,16.0
256,2752,2048,222.876,32.0
2048,2816,2048,224.206,4.0
1024,2816,2048,224.846,8.0
512,2816,2048,219.05,16.0
256,2816,2048,223.231,32.0
2048,2880,2048,217.025,4.0
1024,2880,2048,215.438,8.0
512,2880,2048,215.938,16.0
256,2880,2048,216.209,32.0
2048,2944,2048,226.32,4.0
1024,2944,2048,224.714,8.0
512,2944,2048,233.026,16.0
256,2944,2048,232.674,32.0
2048,3008,2048,225.616,4.0
1024,3008,2048,226.142,8.0
512,3008,2048,226.874,16.0
256,3008,2048,225.98,32.0
2048,3072,2048,224.397,4.0
1024,3072,2048,225.339,8.0
512,3072,2048,227.407,16.0
256,3072,2048,226.21,32.0
2048,3136,2048,229.072,4.0
1024,3136,2048,225.77,8.0
512,3136,2048,224.651,16.0
256,3136,2048,226.43,32.0
2048,3200,2048,229.393,4.0
1024,3200,2048,229.982,8.0
512,3200,2048,231.41,16.0
256,3200,2048,230.417,32.0
2048,3264,2048,227.223,4.0
1024,3264,2048,225.874,8.0
512,3264,2048,217.962,16.0
256,3264,2048,226.734,32.0
2048,3328,2048,228.98,4.0
1024,3328,2048,230.113,8.0
512,3328,2048,230.645,16.0
256,3328,2048,229.885,32.0
2048,3392,2048,238.349,4.0
1024,3392,2048,230.809,8.0
512,3392,2048,229.506,16.0
256,3392,2048,226.438,32.0
2048,3456,2048,207.286,4.0
1024,3456,2048,221.407,8.0
512,3456,2048,215.035,16.0
256,3456,2048,219.796,32.0
2048,3520,2048,226.754,4.0
1024,3520,2048,233.201,8.0
512,3520,2048,234.386,16.0
256,3520,2048,226.824,32.0
2048,3584,2048,220.416,4.0
1024,3584,2048,216.48,8.0
512,3584,2048,221.227,16.0
256,3584,2048,220.19,32.0
2048,3648,2048,228.336,4.0
1024,3648,2048,234.891,8.0
512,3648,2048,234.603,16.0
256,3648,2048,235.144,32.0
2048,3712,2048,235.221,4.0
1024,3712,2048,235.043,8.0
512,3712,2048,235.292,16.0
256,3712,2048,235.221,32.0
2048,3776,2048,241.649,4.0
1024,3776,2048,236.949,8.0
512,3776,2048,237.091,16.0
256,3776,2048,235.12,32.0
2048,3840,2048,201.176,4.0
1024,3840,2048,199.481,8.0
512,3840,2048,205.2,16.0
256,3840,2048,204.289,32.0
2048,3904,2048,237.416,4.0
1024,3904,2048,235.911,8.0
512,3904,2048,237.726,16.0
256,3904,2048,234.693,32.0
2048,3968,2048,236.507,4.0
1024,3968,2048,234.938,8.0
512,3968,2048,237.384,16.0
256,3968,2048,237.893,32.0
2048,4032,2048,212.83,4.0
1024,4032,2048,221.093,8.0
512,4032,2048,219.886,16.0
256,4032,2048,220.258,32.0
2048,4096,2048,235.18,4.0
1024,4096,2048,238.113,8.0
512,4096,2048,232.317,16.0
256,4096,2048,239.174,32.0
2048,4160,2048,218.541,4.0
1024,4160,2048,223.267,8.0
512,4160,2048,224.156,16.0
256,4160,2048,222.896,32.0
2048,4224,2048,239.351,4.0
1024,4224,2048,239.286,8.0
512,4224,2048,239.804,16.0
256,4224,2048,233.33,32.0
2048,4288,2048,240.54,4.0
1024,4288,2048,240.283,8.0
512,4288,2048,247.253,16.0
256,4288,2048,235.47,32.0
2048,4352,2048,184.828,4.0
1024,4352,2048,185.335,8.0
512,4352,2048,182.627,16.0
256,4352,2048,178.887,32.0
2048,4416,2048,233.923,4.0
1024,4416,2048,234.634,8.0
512,4416,2048,240.546,16.0
256,4416,2048,237.006,32.0
2048,4480,2048,228.678,4.0
1024,4480,2048,232.067,8.0
512,4480,2048,223.51,16.0
256,4480,2048,233.277,32.0
2048,4544,2048,241.313,4.0
1024,4544,2048,247.776,8.0
512,4544,2048,235.179,16.0
256,4544,2048,242.418,32.0
2048,4608,2048,205.851,4.0
1024,4608,2048,218.982,8.0
512,4608,2048,212.155,16.0
256,4608,2048,218.833,32.0
2048,4672,2048,243.396,4.0
1024,4672,2048,239.09,8.0
512,4672,2048,242.133,16.0
256,4672,2048,242.133,32.0
2048,4736,2048,242.07,4.0
1024,4736,2048,244.062,8.0
512,4736,2048,243.852,16.0
256,4736,2048,242.898,32.0
2048,4800,2048,242.533,4.0
1024,4800,2048,243.855,8.0
512,4800,2048,243.914,16.0
256,4800,2048,236.188,32.0
2048,4864,2048,242.149,4.0
1024,4864,2048,245.176,8.0
512,4864,2048,243.479,16.0
256,4864,2048,243.595,32.0
2048,4928,2048,239.175,4.0
1024,4928,2048,243.515,8.0
512,4928,2048,239.258,16.0
256,4928,2048,236.927,32.0
2048,4992,2048,238.528,4.0
1024,4992,2048,244.66,8.0
512,4992,2048,245.895,16.0
256,4992,2048,232.283,32.0
2048,5056,2048,244.878,4.0
1024,5056,2048,243.752,8.0
512,5056,2048,237.261,16.0
256,5056,2048,245.53,32.0
2048,5120,2048,219.714,4.0
1024,5120,2048,233.803,8.0
512,5120,2048,230.367,16.0
256,5120,2048,233.829,32.0
2048,5184,2048,229.966,4.0
1024,5184,2048,233.072,8.0
512,5184,2048,223.397,16.0
256,5184,2048,218.131,32.0
2048,5248,2048,239.675,4.0
1024,5248,2048,245.913,8.0
512,5248,2048,247.991,16.0
256,5248,2048,246.575,32.0
2048,5312,2048,245.836,4.0
1024,5312,2048,243.579,8.0
512,5312,2048,244.675,16.0
256,5312,2048,245.782,32.0
2048,5376,2048,232.627,4.0
1024,5376,2048,224.543,8.0
512,5376,2048,232.148,16.0
256,5376,2048,232.292,32.0
2048,5440,2048,242.915,4.0
1024,5440,2048,243.85,8.0
512,5440,2048,246.724,16.0
256,5440,2048,248.011,32.0
2048,5504,2048,248.391,4.0
1024,5504,2048,247.062,8.0
512,5504,2048,245.225,16.0
256,5504,2048,246.508,32.0
2048,5568,2048,249.534,4.0
1024,5568,2048,248.234,8.0
512,5568,2048,246.349,16.0
256,5568,2048,248.657,32.0
2048,5632,2048,247.691,4.0
1024,5632,2048,246.811,8.0
512,5632,2048,240.872,16.0
256,5632,2048,248.735,32.0
2048,5696,2048,250.716,4.0
1024,5696,2048,241.345,8.0
512,5696,2048,251.8,16.0
256,5696,2048,248.216,32.0
2048,5760,2048,209.479,4.0
1024,5760,2048,216.616,8.0
512,5760,2048,212.575,16.0
256,5760,2048,215.035,32.0
2048,5824,2048,244.203,4.0
1024,5824,2048,247.619,8.0
512,5824,2048,240.358,16.0
256,5824,2048,244.252,32.0
2048,5888,2048,242.213,4.0
1024,5888,2048,242.285,8.0
512,5888,2048,246.936,16.0
256,5888,2048,249.329,32.0
2048,5952,2048,250.572,4.0
1024,5952,2048,241.459,8.0
512,5952,2048,239.951,16.0
256,5952,2048,250.597,32.0
2048,6016,2048,252.178,4.0
1024,6016,2048,243.702,8.0
512,6016,2048,250.004,16.0
256,6016,2048,249.263,32.0
2048,6080,2048,251.468,4.0
1024,6080,2048,248.697,8.0
512,6080,2048,250.874,16.0
256,6080,2048,250.357,32.0
2048,6144,2048,243.387,4.0
1024,6144,2048,245.24,8.0
512,6144,2048,243.043,16.0
256,6144,2048,245.684,32.0
2048,6208,2048,250.44,4.0
1024,6208,2048,250.56,8.0
512,6208,2048,250.488,16.0
256,6208,2048,250.778,32.0
2048,6272,2048,241.346,4.0
1024,6272,2048,240.904,8.0
512,6272,2048,244.213,16.0
256,6272,2048,234.651,32.0
2048,6336,2048,234.928,4.0
1024,6336,2048,240.151,8.0
512,6336,2048,237.83,16.0
256,6336,2048,236.792,32.0
2048,6400,2048,248.344,4.0
1024,6400,2048,251.556,8.0
512,6400,2048,249.707,16.0
256,6400,2048,256.19,32.0
2048,6464,2048,249.719,4.0
1024,6464,2048,250.921,8.0
512,6464,2048,251.526,16.0
256,6464,2048,252.745,32.0
2048,6528,2048,227.242,4.0
1024,6528,2048,236.099,8.0
512,6528,2048,238.153,16.0
256,6528,2048,229.759,32.0
2048,6592,2048,250.374,4.0
1024,6592,2048,251.88,8.0
512,6592,2048,248.977,16.0
256,6592,2048,245.768,32.0
2048,6656,2048,248.662,4.0
1024,6656,2048,253.126,8.0
512,6656,2048,251.711,16.0
256,6656,2048,252.143,32.0
2048,6720,2048,239.085,4.0
1024,6720,2048,236.259,8.0
512,6720,2048,240.021,16.0
256,6720,2048,234.783,32.0
2048,6784,2048,251.874,4.0
1024,6784,2048,246.165,8.0
512,6784,2048,251.428,16.0
256,6784,2048,251.073,32.0
2048,6848,2048,244.468,4.0
1024,6848,2048,244.198,8.0
512,6848,2048,248.251,16.0
256,6848,2048,251.533,32.0
2048,6912,2048,233.629,4.0
1024,6912,2048,233.328,8.0
512,6912,2048,228.366,16.0
256,6912,2048,227.025,32.0
2048,6976,2048,225.942,4.0
1024,6976,2048,245.837,8.0
512,6976,2048,251.176,16.0
256,6976,2048,252.324,32.0
2048,7040,2048,251.088,4.0
1024,7040,2048,245.595,8.0
512,7040,2048,252.16,16.0
256,7040,2048,245.432,32.0
2048,7104,2048,250.537,4.0
1024,7104,2048,251.573,8.0
512,7104,2048,247.972,16.0
256,7104,2048,253.306,32.0
2048,7168,2048,226.323,4.0
1024,7168,2048,229.45,8.0
512,7168,2048,229.765,16.0
256,7168,2048,225.915,32.0
2048,7232,2048,253.241,4.0
1024,7232,2048,252.777,8.0
512,7232,2048,250.708,16.0
256,7232,2048,241.718,32.0
2048,7296,2048,253.346,4.0
1024,7296,2048,252.031,8.0
512,7296,2048,247.706,16.0
256,7296,2048,252.364,32.0
2048,7360,2048,255.822,4.0
1024,7360,2048,246.724,8.0
512,7360,2048,248.491,16.0
256,7360,2048,254.305,32.0
2048,7424,2048,246.018,4.0
1024,7424,2048,254.795,8.0
512,7424,2048,251.036,16.0
256,7424,2048,248.413,32.0
2048,7488,2048,236.873,4.0
1024,7488,2048,225.269,8.0
512,7488,2048,224.143,16.0
256,7488,2048,235.223,32.0
2048,7552,2048,254.728,4.0
1024,7552,2048,254.543,8.0
512,7552,2048,251.472,16.0
256,7552,2048,248.298,32.0
2048,7616,2048,238.458,4.0
1024,7616,2048,236.481,8.0
512,7616,2048,238.227,16.0
256,7616,2048,235.435,32.0
2048,7680,2048,174.991,4.0
1024,7680,2048,172.47,8.0
512,7680,2048,171.06,16.0
256,7680,2048,174.915,32.0
2048,7744,2048,191.944,4.0
1024,7744,2048,191.694,8.0
512,7744,2048,201.094,16.0
256,7744,2048,190.682,32.0
2048,7808,2048,253.85,4.0
1024,7808,2048,256.373,8.0
512,7808,2048,256.353,16.0
256,7808,2048,256.233,32.0
2048,7872,2048,254.628,4.0
1024,7872,2048,254.745,8.0
512,7872,2048,254.314,16.0
256,7872,2048,255.06,32.0
2048,7936,2048,250.648,4.0
1024,7936,2048,255.417,8.0
512,7936,2048,256.145,16.0
256,7936,2048,256.401,32.0
2048,8000,2048,256.18,4.0
1024,8000,2048,256.317,8.0
512,8000,2048,259.268,16.0
256,8000,2048,255.167,32.0
2048,8064,2048,228.502,4.0
1024,8064,2048,230.15,8.0
512,8064,2048,226.984,16.0
256,8064,2048,226.969,32.0
2048,8128,2048,257.371,4.0
1024,8128,2048,256.924,8.0
512,8128,2048,257.468,16.0
256,8128,2048,256.191,32.0
2048,8192,2048,258.383,4.0
1024,8192,2048,258.305,8.0
512,8192,2048,239.658,16.0
256,8192,2048,257.126,32.0
2048,8256,2048,257.478,4.0
1024,8256,2048,256.258,8.0
512,8256,2048,251.366,16.0
256,8256,2048,253.649,32.0
2048,8320,2048,224.733,4.0
1024,8320,2048,218.199,8.0
512,8320,2048,225.459,16.0
256,8320,2048,223.998,32.0
2048,8384,2048,253.059,4.0
1024,8384,2048,251.071,8.0
512,8384,2048,252.495,16.0
256,8384,2048,256.885,32.0
2048,8448,2048,258.036,4.0
1024,8448,2048,249.514,8.0
512,8448,2048,260.77,16.0
256,8448,2048,256.764,32.0
2048,8512,2048,253.187,4.0
1024,8512,2048,247.758,8.0
512,8512,2048,252.918,16.0
256,8512,2048,254.287,32.0
2048,8576,2048,251.242,4.0
1024,8576,2048,250.717,8.0
512,8576,2048,257.704,16.0
256,8576,2048,251.19,32.0
2048,8640,2048,230.073,4.0
1024,8640,2048,231.306,8.0
512,8640,2048,240.534,16.0
256,8640,2048,231.573,32.0
2048,8704,2048,165.663,4.0
1024,8704,2048,161.551,8.0
512,8704,2048,161.923,16.0
256,8704,2048,168.929,32.0
2048,8768,2048,206.199,4.0
1024,8768,2048,202.498,8.0
512,8768,2048,197.167,16.0
256,8768,2048,197.676,32.0
2048,8832,2048,255.072,4.0
1024,8832,2048,249.069,8.0
512,8832,2048,255.283,16.0
256,8832,2048,249.338,32.0
2048,8896,2048,256.091,4.0
1024,8896,2048,257.275,8.0
512,8896,2048,256.585,16.0
256,8896,2048,256.62,32.0
2048,8960,2048,230.177,4.0
1024,8960,2048,224.578,8.0
512,8960,2048,226.692,16.0
256,8960,2048,231.667,32.0
2048,9024,2048,257.199,4.0
1024,9024,2048,256.676,8.0
512,9024,2048,248.486,16.0
256,9024,2048,258.217,32.0
2048,9088,2048,257.867,4.0
1024,9088,2048,257.449,8.0
512,9088,2048,257.919,16.0
256,9088,2048,249.904,32.0
2048,9152,2048,256.13,4.0
1024,9152,2048,256.902,8.0
512,9152,2048,258.302,16.0
256,9152,2048,257.47,32.0
2048,9216,2048,210.331,4.0
1024,9216,2048,207.642,8.0
512,9216,2048,214.462,16.0
256,9216,2048,205.61,32.0
2048,9280,2048,256.935,4.0
1024,9280,2048,252.682,8.0
512,9280,2048,256.935,16.0
256,9280,2048,258.797,32.0
2048,9344,2048,258.298,4.0
1024,9344,2048,249.644,8.0
512,9344,2048,255.853,16.0
256,9344,2048,258.026,32.0
2048,9408,2048,248.036,4.0
1024,9408,2048,251.29,8.0
512,9408,2048,253.03,16.0
256,9408,2048,253.534,32.0
2048,9472,2048,250.589,4.0
1024,9472,2048,257.776,8.0
512,9472,2048,256.893,16.0
256,9472,2048,256.577,32.0
2048,9536,2048,251.032,4.0
1024,9536,2048,245.817,8.0
512,9536,2048,256.604,16.0
256,9536,2048,257.314,32.0
2048,9600,2048,237.694,4.0
1024,9600,2048,233.206,8.0
512,9600,2048,239.974,16.0
256,9600,2048,226.949,32.0
2048,9664,2048,251.903,4.0
1024,9664,2048,254.737,8.0
512,9664,2048,255.234,16.0
256,9664,2048,244.666,32.0
2048,9728,2048,251.974,4.0
1024,9728,2048,257.736,8.0
512,9728,2048,250.351,16.0
256,9728,2048,253.162,32.0
2048,9792,2048,238.589,4.0
1024,9792,2048,234.837,8.0
512,9792,2048,233.329,16.0
256,9792,2048,227.286,32.0
2048,9856,2048,250.252,4.0
1024,9856,2048,251.424,8.0
512,9856,2048,250.373,16.0
256,9856,2048,251.546,32.0
2048,9920,2048,251.435,4.0
1024,9920,2048,258.769,8.0
512,9920,2048,260.144,16.0
256,9920,2048,249.117,32.0
2048,9984,2048,257.666,4.0
1024,9984,2048,256.75,8.0
512,9984,2048,256.971,16.0
256,9984,2048,249.38,32.0
2048,10048,2048,261.134,4.0
1024,10048,2048,259.143,8.0
512,10048,2048,258.095,16.0
256,10048,2048,258.253,32.0
2048,10112,2048,248.014,4.0
1024,10112,2048,255.33,8.0
512,10112,2048,251.484,16.0
256,10112,2048,257.375,32.0
2048,10176,2048,248.87,4.0
1024,10176,2048,252.238,8.0
512,10176,2048,257.83,16.0
256,10176,2048,246.314,32.0
2048,10240,2048,244.56,4.0
1024,10240,2048,237.817,8.0
512,10240,2048,243.631,16.0
256,10240,2048,231.535,32.0
2048,10304,2048,254.659,4.0
1024,10304,2048,252.501,8.0
512,10304,2048,252.531,16.0
256,10304,2048,249.326,32.0
2048,10368,2048,244.815,4.0
1024,10368,2048,241.003,8.0
512,10368,2048,237.359,16.0
256,10368,2048,236.765,32.0
2048,10432,2048,258.157,4.0
1024,10432,2048,258.89,8.0
512,10432,2048,254.923,16.0
256,10432,2048,258.141,32.0
2048,10496,2048,251.879,4.0
1024,10496,2048,257.658,8.0
512,10496,2048,251.046,16.0
256,10496,2048,254.324,32.0
2048,10560,2048,247.8,4.0
1024,10560,2048,249.447,8.0
512,10560,2048,250.505,16.0
256,10560,2048,249.461,32.0
2048,10624,2048,257.351,4.0
1024,10624,2048,249.316,8.0
512,10624,2048,257.247,16.0
256,10624,2048,249.456,32.0
2048,10688,2048,258.245,4.0
1024,10688,2048,253.8,8.0
512,10688,2048,258.156,16.0
256,10688,2048,247.974,32.0
2048,10752,2048,215.189,4.0
1024,10752,2048,212.162,8.0
512,10752,2048,215.828,16.0
256,10752,2048,205.857,32.0
2048,10816,2048,258.626,4.0
1024,10816,2048,258.331,8.0
512,10816,2048,258.42,16.0
256,10816,2048,257.95,32.0
2048,10880,2048,234.598,4.0
1024,10880,2048,238.198,8.0
512,10880,2048,236.115,16.0
256,10880,2048,237.011,32.0
2048,10944,2048,239.038,4.0
1024,10944,2048,245.717,8.0
512,10944,2048,241.376,16.0
256,10944,2048,239.375,32.0
2048,11008,2048,248.471,4.0
1024,11008,2048,251.517,8.0
512,11008,2048,250.181,16.0
256,11008,2048,256.078,32.0
2048,11072,2048,258.197,4.0
1024,11072,2048,249.432,8.0
512,11072,2048,256.259,16.0
256,11072,2048,249.218,32.0
2048,11136,2048,258.927,4.0
1024,11136,2048,255.849,8.0
512,11136,2048,248.023,16.0
256,11136,2048,256.834,32.0
2048,11200,2048,242.308,4.0
1024,11200,2048,241.176,8.0
512,11200,2048,246.957,16.0
256,11200,2048,244.821,32.0
2048,11264,2048,248.97,4.0
1024,11264,2048,246.284,8.0
512,11264,2048,258.634,16.0
256,11264,2048,257.59,32.0
2048,11328,2048,250.702,4.0
1024,11328,2048,245.533,8.0
512,11328,2048,254.857,16.0
256,11328,2048,252.286,32.0
2048,11392,2048,248.564,4.0
1024,11392,2048,252.852,8.0
512,11392,2048,252.625,16.0
256,11392,2048,250.48,32.0
2048,11456,2048,255.544,4.0
1024,11456,2048,247.987,8.0
512,11456,2048,252.323,16.0
256,11456,2048,256.089,32.0
2048,11520,2048,202.304,4.0
1024,11520,2048,189.128,8.0
512,11520,2048,188.398,16.0
256,11520,2048,190.936,32.0
2048,11584,2048,258.633,4.0
1024,11584,2048,251.719,8.0
512,11584,2048,255.68,16.0
256,11584,2048,258.125,32.0
2048,11648,2048,243.376,4.0
1024,11648,2048,241.642,8.0
512,11648,2048,250.245,16.0
256,11648,2048,250.476,32.0
2048,11712,2048,251.542,4.0
1024,11712,2048,258.955,8.0
512,11712,2048,255.307,16.0
256,11712,2048,249.422,32.0
2048,11776,2048,250.785,4.0
1024,11776,2048,248.601,8.0
512,11776,2048,252.787,16.0
256,11776,2048,250.9,32.0
2048,11840,2048,251.522,4.0
1024,11840,2048,249.25,8.0
512,11840,2048,249.613,16.0
256,11840,2048,257.83,32.0
2048,11904,2048,256.086,4.0
1024,11904,2048,257.154,8.0
512,11904,2048,250.233,16.0
256,11904,2048,246.904,32.0
2048,11968,2048,238.173,4.0
1024,11968,2048,239.035,8.0
512,11968,2048,247.278,16.0
256,11968,2048,243.393,32.0
2048,12032,2048,253.254,4.0
1024,12032,2048,246.849,8.0
512,12032,2048,252.027,16.0
256,12032,2048,251.662,32.0
2048,12096,2048,243.47,4.0
1024,12096,2048,237.054,8.0
512,12096,2048,242.33,16.0
256,12096,2048,240.151,32.0
2048,12160,2048,248.201,4.0
1024,12160,2048,254.619,8.0
512,12160,2048,248.588,16.0
256,12160,2048,257.954,32.0
2048,12224,2048,249.616,4.0
1024,12224,2048,250.739,8.0
512,12224,2048,251.736,16.0
256,12224,2048,251.206,32.0
2048,12288,2048,250.059,4.0
1024,12288,2048,253.291,8.0
512,12288,2048,250.144,16.0
256,12288,2048,252.163,32.0
2048,12352,2048,253.278,4.0
