m,n,k,throughput,b
512,61312,2048,159.807,16.0
256,61312,2048,160.284,32.0
2048,61376,2048,157.296,4.0
1024,61376,2048,156.241,8.0
512,61376,2048,156.663,16.0
256,61376,2048,158.54,32.0
2048,61440,2048,125.201,4.0
1024,61440,2048,125.622,8.0
512,61440,2048,127.076,16.0
256,61440,2048,126.217,32.0
2048,61504,2048,157.236,4.0
1024,61504,2048,155.169,8.0
512,61504,2048,156.924,16.0
256,61504,2048,156.353,32.0
2048,61568,2048,161.488,4.0
1024,61568,2048,160.121,8.0
512,61568,2048,159.637,16.0
256,61568,2048,159.884,32.0
2048,61632,2048,158.98,4.0
1024,61632,2048,159.992,8.0
512,61632,2048,160.058,16.0
256,61632,2048,160.061,32.0
2048,61696,2048,160.166,4.0
1024,61696,2048,160.19,8.0
512,61696,2048,157.896,16.0
256,61696,2048,159.236,32.0
2048,61760,2048,159.866,4.0
1024,61760,2048,158.399,8.0
512,61760,2048,158.943,16.0
256,61760,2048,159.747,32.0
2048,61824,2048,157.801,4.0
1024,61824,2048,159.29,8.0
512,61824,2048,159.345,16.0
256,61824,2048,159.959,32.0
2048,61888,2048,154.007,4.0
1024,61888,2048,155.291,8.0
512,61888,2048,155.234,16.0
256,61888,2048,156.101,32.0
2048,61952,2048,154.999,4.0
1024,61952,2048,154.916,8.0
512,61952,2048,155.383,16.0
256,61952,2048,155.73,32.0
2048,62016,2048,160.524,4.0
1024,62016,2048,158.284,8.0
512,62016,2048,158.434,16.0
256,62016,2048,159.918,32.0
2048,62080,2048,158.978,4.0
1024,62080,2048,159.258,8.0
512,62080,2048,159.068,16.0
256,62080,2048,157.559,32.0
2048,62144,2048,159.923,4.0
1024,62144,2048,158.723,8.0
512,62144,2048,158.404,16.0
256,62144,2048,158.371,32.0
2048,62208,2048,158.992,4.0
1024,62208,2048,158.423,8.0
512,62208,2048,158.373,16.0
256,62208,2048,159.415,32.0
2048,62272,2048,160.277,4.0
1024,62272,2048,159.729,8.0
512,62272,2048,158.369,16.0
256,62272,2048,158.719,32.0
2048,62336,2048,158.875,4.0
1024,62336,2048,160.18,8.0
512,62336,2048,158.172,16.0
256,62336,2048,159.465,32.0
2048,62400,2048,159.519,4.0
1024,62400,2048,159.016,8.0
512,62400,2048,159.51,16.0
256,62400,2048,159.542,32.0
2048,62464,2048,160.21,4.0
1024,62464,2048,159.2,8.0
512,62464,2048,159.594,16.0
256,62464,2048,158.128,32.0
2048,62528,2048,157.26,4.0
1024,62528,2048,158.76,8.0
512,62528,2048,158.344,16.0
256,62528,2048,158.157,32.0
2048,62592,2048,159.531,4.0
1024,62592,2048,160.114,8.0
512,62592,2048,159.289,16.0
256,62592,2048,159.616,32.0
2048,62656,2048,158.059,4.0
1024,62656,2048,158.108,8.0
512,62656,2048,158.201,16.0
256,62656,2048,159.195,32.0
2048,62720,2048,158.685,4.0
1024,62720,2048,158.902,8.0
512,62720,2048,159.505,16.0
256,62720,2048,159.238,32.0
2048,62784,2048,157.725,4.0
1024,62784,2048,159.518,8.0
512,62784,2048,158.75,16.0
256,62784,2048,157.729,32.0
2048,62848,2048,159.499,4.0
1024,62848,2048,160.273,8.0
512,62848,2048,160.43,16.0
256,62848,2048,158.055,32.0
2048,62912,2048,160.353,4.0
1024,62912,2048,160.25,8.0
512,62912,2048,158.863,16.0
256,62912,2048,158.255,32.0
2048,62976,2048,158.155,4.0
1024,62976,2048,158.786,8.0
512,62976,2048,157.992,16.0
256,62976,2048,158.542,32.0
2048,63040,2048,159.469,4.0
1024,63040,2048,160.332,8.0
512,63040,2048,159.575,16.0
256,63040,2048,157.763,32.0
2048,63104,2048,153.45,4.0
1024,63104,2048,152.503,8.0
512,63104,2048,153.695,16.0
256,63104,2048,153.764,32.0
2048,63168,2048,159.373,4.0
1024,63168,2048,159.366,8.0
512,63168,2048,159.129,16.0
256,63168,2048,159.616,32.0
2048,63232,2048,159.276,4.0
1024,63232,2048,158.315,8.0
512,63232,2048,160.085,16.0
256,63232,2048,159.382,32.0
2048,63296,2048,159.464,4.0
1024,63296,2048,159.134,8.0
512,63296,2048,159.523,16.0
256,63296,2048,160.26,32.0
2048,63360,2048,157.878,4.0
1024,63360,2048,160.665,8.0
512,63360,2048,160.987,16.0
256,63360,2048,158.805,32.0
2048,63424,2048,159.196,4.0
1024,63424,2048,159.761,8.0
512,63424,2048,158.043,16.0
256,63424,2048,159.458,32.0
2048,63488,2048,159.356,4.0
1024,63488,2048,159.449,8.0
512,63488,2048,159.566,16.0
256,63488,2048,159.749,32.0
2048,63552,2048,158.986,4.0
1024,63552,2048,158.415,8.0
512,63552,2048,158.356,16.0
256,63552,2048,158.654,32.0
2048,63616,2048,159.429,4.0
1024,63616,2048,159.323,8.0
512,63616,2048,159.713,16.0
256,63616,2048,159.081,32.0
2048,63680,2048,159.101,4.0
1024,63680,2048,159.772,8.0
512,63680,2048,158.997,16.0
256,63680,2048,159.216,32.0
2048,63744,2048,159.757,4.0
1024,63744,2048,158.53,8.0
512,63744,2048,159.083,16.0
256,63744,2048,159.451,32.0
2048,63808,2048,159.631,4.0
1024,63808,2048,159.317,8.0
512,63808,2048,159.146,16.0
256,63808,2048,159.968,32.0
2048,63872,2048,160.061,4.0
1024,63872,2048,160.122,8.0
512,63872,2048,159.454,16.0
256,63872,2048,158.922,32.0
2048,63936,2048,159.398,4.0
1024,63936,2048,159.318,8.0
512,63936,2048,158.897,16.0
256,63936,2048,157.211,32.0
2048,64000,2048,159.147,4.0
1024,64000,2048,159.838,8.0
512,64000,2048,159.665,16.0
256,64000,2048,158.71,32.0
2048,64064,2048,158.806,4.0
1024,64064,2048,159.182,8.0
512,64064,2048,158.524,16.0
256,64064,2048,159.28,32.0
2048,64128,2048,157.693,4.0
1024,64128,2048,159.34,8.0
512,64128,2048,157.797,16.0
256,64128,2048,158.914,32.0
2048,64192,2048,162.064,4.0
1024,64192,2048,160.448,8.0
512,64192,2048,159.844,16.0
256,64192,2048,160.546,32.0
2048,64256,2048,158.552,4.0
1024,64256,2048,157.97,8.0
512,64256,2048,158.45,16.0
256,64256,2048,159.59,32.0
2048,64320,2048,159.175,4.0
1024,64320,2048,159.121,8.0
512,64320,2048,158.63,16.0
256,64320,2048,159.019,32.0
2048,64384,2048,159.922,4.0
1024,64384,2048,159.272,8.0
512,64384,2048,158.774,16.0
256,64384,2048,160.425,32.0
2048,64448,2048,158.935,4.0
1024,64448,2048,159.293,8.0
512,64448,2048,158.986,16.0
256,64448,2048,159.722,32.0
2048,64512,2048,154.975,4.0
1024,64512,2048,153.959,8.0
512,64512,2048,155.532,16.0
256,64512,2048,155.064,32.0
2048,64576,2048,159.668,4.0
1024,64576,2048,159.787,8.0
512,64576,2048,159.503,16.0
256,64576,2048,159.18,32.0
2048,64640,2048,159.142,4.0
1024,64640,2048,159.479,8.0
512,64640,2048,158.846,16.0
256,64640,2048,158.611,32.0
2048,64704,2048,158.326,4.0
1024,64704,2048,159.608,8.0
512,64704,2048,159.608,16.0
256,64704,2048,160.261,32.0
2048,64768,2048,157.748,4.0
1024,64768,2048,159.577,8.0
512,64768,2048,158.454,16.0
256,64768,2048,158.996,32.0
2048,64832,2048,157.564,4.0
1024,64832,2048,157.855,8.0
512,64832,2048,157.781,16.0
256,64832,2048,158.269,32.0
2048,64896,2048,160.359,4.0
1024,64896,2048,159.008,8.0
512,64896,2048,158.737,16.0
256,64896,2048,159.978,32.0
2048,64960,2048,157.314,4.0
1024,64960,2048,157.752,8.0
512,64960,2048,156.182,16.0
256,64960,2048,156.152,32.0
2048,65024,2048,159.513,4.0
1024,65024,2048,158.272,8.0
512,65024,2048,159.177,16.0
256,65024,2048,159.991,32.0
2048,65088,2048,157.611,4.0
1024,65088,2048,156.971,8.0
512,65088,2048,157.442,16.0
256,65088,2048,157.578,32.0
2048,65152,2048,160.347,4.0
1024,65152,2048,158.898,8.0
512,65152,2048,158.863,16.0
256,65152,2048,159.818,32.0
2048,65216,2048,157.677,4.0
1024,65216,2048,159.031,8.0
512,65216,2048,158.427,16.0
256,65216,2048,157.692,32.0
2048,65280,2048,143.336,4.0
1024,65280,2048,143.471,8.0
512,65280,2048,143.121,16.0
256,65280,2048,142.043,32.0
2048,65344,2048,159.577,4.0
1024,65344,2048,160.312,8.0
512,65344,2048,159.126,16.0
256,65344,2048,158.922,32.0
2048,65408,2048,156.144,4.0
1024,65408,2048,156.773,8.0
512,65408,2048,156.849,16.0
256,65408,2048,155.356,32.0
2048,65472,2048,161.773,4.0
1024,65472,2048,160.02,8.0
512,65472,2048,160.556,16.0
256,65472,2048,161.739,32.0
2048,65536,2048,141.138,4.0
1024,65536,2048,139.395,8.0
512,65536,2048,140.414,16.0
256,65536,2048,139.479,32.0
2048,65600,2048,161.344,4.0
1024,65600,2048,159.004,8.0
512,65600,2048,159.021,16.0
256,65600,2048,158.857,32.0
2048,65664,2048,156.829,4.0
1024,65664,2048,156.81,8.0
512,65664,2048,155.359,16.0
256,65664,2048,157.38,32.0
2048,65728,2048,159.509,4.0
1024,65728,2048,158.908,8.0
512,65728,2048,160.159,16.0
256,65728,2048,159.008,32.0
2048,65792,2048,140.189,4.0
1024,65792,2048,141.398,8.0
512,65792,2048,140.331,16.0
256,65792,2048,140.837,32.0
2048,65856,2048,158.412,4.0
1024,65856,2048,159.766,8.0
512,65856,2048,158.544,16.0
256,65856,2048,159.432,32.0
2048,65920,2048,159.269,4.0
1024,65920,2048,159.19,8.0
512,65920,2048,159.215,16.0
256,65920,2048,158.976,32.0
2048,65984,2048,155.714,4.0
1024,65984,2048,156.617,8.0
512,65984,2048,155.036,16.0
256,65984,2048,155.584,32.0
2048,66048,2048,158.536,4.0
1024,66048,2048,160.017,8.0
512,66048,2048,158.442,16.0
256,66048,2048,159.678,32.0
2048,66112,2048,157.05,4.0
1024,66112,2048,156.904,8.0
512,66112,2048,157.058,16.0
256,66112,2048,157.136,32.0
2048,66176,2048,159.557,4.0
1024,66176,2048,159.585,8.0
512,66176,2048,159.311,16.0
256,66176,2048,159.481,32.0
2048,66240,2048,158.741,4.0
1024,66240,2048,159.653,8.0
512,66240,2048,158.246,16.0
256,66240,2048,158.739,32.0
2048,66304,2048,158.273,4.0
1024,66304,2048,157.4,8.0
512,66304,2048,159.675,16.0
256,66304,2048,159.149,32.0
2048,66368,2048,159.478,4.0
1024,66368,2048,158.95,8.0
512,66368,2048,159.395,16.0
256,66368,2048,159.97,32.0
2048,66432,2048,159.783,4.0
1024,66432,2048,159.228,8.0
512,66432,2048,159.498,16.0
256,66432,2048,158.897,32.0
2048,66496,2048,160.3,4.0
1024,66496,2048,158.769,8.0
512,66496,2048,159.17,16.0
256,66496,2048,159.73,32.0
2048,66560,2048,156.563,4.0
1024,66560,2048,154.335,8.0
512,66560,2048,154.19,16.0
256,66560,2048,155.231,32.0
2048,66624,2048,158.299,4.0
1024,66624,2048,159.161,8.0
512,66624,2048,158.305,16.0
256,66624,2048,158.709,32.0
2048,66688,2048,159.734,4.0
1024,66688,2048,158.446,8.0
512,66688,2048,159.362,16.0
256,66688,2048,159.248,32.0
2048,66752,2048,159.162,4.0
1024,66752,2048,158.874,8.0
512,66752,2048,157.572,16.0
256,66752,2048,159.478,32.0
2048,66816,2048,159.118,4.0
1024,66816,2048,158.744,8.0
512,66816,2048,157.418,16.0
256,66816,2048,157.873,32.0
2048,66880,2048,159.219,4.0
1024,66880,2048,158.352,8.0
512,66880,2048,157.782,16.0
256,66880,2048,158.669,32.0
2048,66944,2048,159.689,4.0
1024,66944,2048,158.835,8.0
512,66944,2048,159.205,16.0
256,66944,2048,159.276,32.0
2048,67008,2048,158.849,4.0
1024,67008,2048,158.986,8.0
512,67008,2048,157.36,16.0
256,67008,2048,157.188,32.0
2048,67072,2048,159.212,4.0
1024,67072,2048,158.765,8.0
512,67072,2048,158.908,16.0
256,67072,2048,158.381,32.0
2048,67136,2048,159.02,4.0
1024,67136,2048,158.494,8.0
512,67136,2048,159.537,16.0
256,67136,2048,158.565,32.0
2048,67200,2048,155.418,4.0
1024,67200,2048,156.602,8.0
512,67200,2048,155.303,16.0
256,67200,2048,155.592,32.0
2048,67264,2048,158.649,4.0
1024,67264,2048,158.369,8.0
512,67264,2048,158.181,16.0
256,67264,2048,159.095,32.0
2048,67328,2048,158.797,4.0
1024,67328,2048,159.192,8.0
512,67328,2048,158.267,16.0
256,67328,2048,159.423,32.0
2048,67392,2048,159.593,4.0
1024,67392,2048,159.003,8.0
512,67392,2048,159.093,16.0
256,67392,2048,157.621,32.0
2048,67456,2048,153.234,4.0
1024,67456,2048,153.901,8.0
512,67456,2048,153.231,16.0
256,67456,2048,154.136,32.0
2048,67520,2048,159.686,4.0
1024,67520,2048,158.377,8.0
512,67520,2048,158.911,16.0
256,67520,2048,157.122,32.0
2048,67584,2048,159.882,4.0
1024,67584,2048,158.638,8.0
512,67584,2048,158.11,16.0
256,67584,2048,159.811,32.0
2048,67648,2048,157.414,4.0
1024,67648,2048,158.569,8.0
512,67648,2048,157.938,16.0
256,67648,2048,158.49,32.0
2048,67712,2048,159.049,4.0
1024,67712,2048,158.9,8.0
512,67712,2048,159.667,16.0
256,67712,2048,159.115,32.0
2048,67776,2048,159.029,4.0
1024,67776,2048,159.144,8.0
512,67776,2048,158.228,16.0
256,67776,2048,158.917,32.0
2048,67840,2048,158.878,4.0
1024,67840,2048,159.861,8.0
512,67840,2048,159.371,16.0
256,67840,2048,158.829,32.0
2048,67904,2048,158.677,4.0
1024,67904,2048,158.812,8.0
512,67904,2048,159.988,16.0
256,67904,2048,158.517,32.0
2048,67968,2048,157.852,4.0
1024,67968,2048,159.124,8.0
512,67968,2048,157.954,16.0
256,67968,2048,158.013,32.0
2048,68032,2048,159.381,4.0
1024,68032,2048,158.736,8.0
512,68032,2048,159.0,16.0
256,68032,2048,157.914,32.0
2048,68096,2048,158.18,4.0
1024,68096,2048,159.351,8.0
512,68096,2048,157.993,16.0
256,68096,2048,159.559,32.0
2048,68160,2048,159.19,4.0
1024,68160,2048,159.082,8.0
512,68160,2048,159.0,16.0
256,68160,2048,159.686,32.0
2048,68224,2048,160.375,4.0
1024,68224,2048,159.188,8.0
512,68224,2048,158.503,16.0
256,68224,2048,159.24,32.0
2048,68288,2048,159.446,4.0
1024,68288,2048,158.545,8.0
512,68288,2048,158.161,16.0
256,68288,2048,158.736,32.0
2048,68352,2048,159.162,4.0
1024,68352,2048,158.394,8.0
512,68352,2048,159.713,16.0
256,68352,2048,160.173,32.0
2048,68416,2048,157.876,4.0
1024,68416,2048,158.341,8.0
512,68416,2048,158.586,16.0
256,68416,2048,158.682,32.0
2048,68480,2048,159.545,4.0
1024,68480,2048,157.935,8.0
512,68480,2048,159.832,16.0
256,68480,2048,159.442,32.0
2048,68544,2048,159.107,4.0
1024,68544,2048,158.408,8.0
512,68544,2048,159.516,16.0
256,68544,2048,159.099,32.0
2048,68608,2048,159.265,4.0
1024,68608,2048,159.522,8.0
512,68608,2048,157.843,16.0
256,68608,2048,159.375,32.0
2048,68672,2048,158.116,4.0
1024,68672,2048,158.466,8.0
512,68672,2048,158.001,16.0
256,68672,2048,157.487,32.0
2048,68736,2048,158.128,4.0
1024,68736,2048,159.459,8.0
512,68736,2048,159.21,16.0
256,68736,2048,158.468,32.0
2048,68800,2048,159.558,4.0
1024,68800,2048,158.167,8.0
512,68800,2048,158.645,16.0
256,68800,2048,159.117,32.0
2048,68864,2048,158.702,4.0
1024,68864,2048,159.377,8.0
512,68864,2048,159.332,16.0
256,68864,2048,158.706,32.0
2048,68928,2048,156.569,4.0
1024,68928,2048,159.484,8.0
512,68928,2048,157.939,16.0
256,68928,2048,157.995,32.0
2048,68992,2048,158.673,4.0
1024,68992,2048,159.101,8.0
512,68992,2048,159.559,16.0
256,68992,2048,159.321,32.0
2048,69056,2048,159.32,4.0
1024,69056,2048,159.13,8.0
512,69056,2048,159.284,16.0
256,69056,2048,159.433,32.0
2048,69120,2048,138.842,4.0
1024,69120,2048,137.021,8.0
512,69120,2048,138.561,16.0
256,69120,2048,135.684,32.0
2048,69184,2048,159.334,4.0
1024,69184,2048,159.45,8.0
512,69184,2048,157.69,16.0
256,69184,2048,158.993,32.0
2048,69248,2048,157.628,4.0
1024,69248,2048,156.711,8.0
512,69248,2048,157.693,16.0
256,69248,2048,157.84,32.0
2048,69312,2048,158.871,4.0
1024,69312,2048,157.978,8.0
512,69312,2048,157.113,16.0
256,69312,2048,159.264,32.0
2048,69376,2048,158.643,4.0
1024,69376,2048,157.824,8.0
512,69376,2048,158.598,16.0
256,69376,2048,159.04,32.0
2048,69440,2048,159.046,4.0
1024,69440,2048,157.722,8.0
512,69440,2048,158.057,16.0
256,69440,2048,158.682,32.0
2048,69504,2048,159.641,4.0
1024,69504,2048,160.493,8.0
512,69504,2048,159.176,16.0
256,69504,2048,158.822,32.0
2048,69568,2048,150.858,4.0
1024,69568,2048,151.057,8.0
512,69568,2048,150.945,16.0
256,69568,2048,150.658,32.0
2048,69632,2048,107.13,4.0
1024,69632,2048,107.096,8.0
512,69632,2048,106.012,16.0
256,69632,2048,106.637,32.0
2048,69696,2048,156.193,4.0
1024,69696,2048,156.102,8.0
512,69696,2048,157.35,16.0
256,69696,2048,158.521,32.0
2048,69760,2048,160.281,4.0
1024,69760,2048,157.72,8.0
512,69760,2048,159.6,16.0
256,69760,2048,159.371,32.0
2048,69824,2048,157.745,4.0
1024,69824,2048,158.145,8.0
512,69824,2048,157.205,16.0
256,69824,2048,157.808,32.0
2048,69888,2048,158.406,4.0
1024,69888,2048,160.526,8.0
512,69888,2048,158.126,16.0
256,69888,2048,159.706,32.0
2048,69952,2048,159.265,4.0
1024,69952,2048,158.631,8.0
512,69952,2048,158.198,16.0
256,69952,2048,158.771,32.0
2048,70016,2048,157.948,4.0
1024,70016,2048,158.856,8.0
512,70016,2048,158.326,16.0
256,70016,2048,158.805,32.0
2048,70080,2048,158.534,4.0
1024,70080,2048,159.452,8.0
512,70080,2048,159.49,16.0
256,70080,2048,159.231,32.0
2048,70144,2048,151.816,4.0
1024,70144,2048,151.63,8.0
512,70144,2048,151.869,16.0
256,70144,2048,150.909,32.0
2048,70208,2048,153.165,4.0
1024,70208,2048,153.097,8.0
512,70208,2048,152.127,16.0
256,70208,2048,153.289,32.0
2048,70272,2048,158.345,4.0
1024,70272,2048,159.487,8.0
512,70272,2048,158.007,16.0
256,70272,2048,158.624,32.0
2048,70336,2048,158.84,4.0
1024,70336,2048,158.436,8.0
512,70336,2048,158.782,16.0
256,70336,2048,159.016,32.0
2048,70400,2048,159.178,4.0
1024,70400,2048,159.528,8.0
512,70400,2048,158.628,16.0
256,70400,2048,158.791,32.0
2048,70464,2048,159.857,4.0
1024,70464,2048,158.465,8.0
512,70464,2048,158.907,16.0
256,70464,2048,157.535,32.0
2048,70528,2048,157.721,4.0
1024,70528,2048,157.77,8.0
512,70528,2048,158.841,16.0
256,70528,2048,158.667,32.0
2048,70592,2048,158.111,4.0
1024,70592,2048,159.037,8.0
512,70592,2048,158.418,16.0
256,70592,2048,158.99,32.0
2048,70656,2048,158.661,4.0
1024,70656,2048,159.23,8.0
512,70656,2048,158.798,16.0
256,70656,2048,159.526,32.0
2048,70720,2048,159.607,4.0
1024,70720,2048,159.761,8.0
512,70720,2048,159.898,16.0
256,70720,2048,159.052,32.0
2048,70784,2048,158.325,4.0
1024,70784,2048,159.682,8.0
512,70784,2048,158.036,16.0
256,70784,2048,158.325,32.0
2048,70848,2048,159.8,4.0
1024,70848,2048,158.709,8.0
512,70848,2048,157.767,16.0
256,70848,2048,160.059,32.0
2048,70912,2048,158.402,4.0
1024,70912,2048,157.99,8.0
512,70912,2048,158.857,16.0
256,70912,2048,158.26,32.0
2048,70976,2048,160.27,4.0
1024,70976,2048,158.389,8.0
512,70976,2048,158.89,16.0
256,70976,2048,159.128,32.0
2048,71040,2048,160.302,4.0
1024,71040,2048,161.211,8.0
512,71040,2048,157.251,16.0
256,71040,2048,159.402,32.0
2048,71104,2048,159.242,4.0
1024,71104,2048,159.808,8.0
512,71104,2048,158.728,16.0
256,71104,2048,158.949,32.0
2048,71168,2048,157.797,4.0
1024,71168,2048,159.217,8.0
512,71168,2048,158.651,16.0
256,71168,2048,158.552,32.0
2048,71232,2048,157.656,4.0
1024,71232,2048,159.101,8.0
512,71232,2048,158.479,16.0
256,71232,2048,158.427,32.0
2048,71296,2048,159.489,4.0
1024,71296,2048,157.746,8.0
512,71296,2048,159.527,16.0
256,71296,2048,159.017,32.0
2048,71360,2048,158.853,4.0
1024,71360,2048,160.017,8.0
512,71360,2048,158.452,16.0
256,71360,2048,159.129,32.0
2048,71424,2048,158.604,4.0
1024,71424,2048,159.677,8.0
512,71424,2048,157.825,16.0
256,71424,2048,157.655,32.0
2048,71488,2048,158.57,4.0
1024,71488,2048,159.31,8.0
512,71488,2048,159.686,16.0
256,71488,2048,158.809,32.0
2048,71552,2048,158.39,4.0
1024,71552,2048,158.162,8.0
512,71552,2048,158.348,16.0
256,71552,2048,158.688,32.0
2048,71616,2048,158.976,4.0
1024,71616,2048,158.988,8.0
512,71616,2048,158.859,16.0
256,71616,2048,158.491,32.0
2048,71680,2048,158.058,4.0
1024,71680,2048,158.494,8.0
512,71680,2048,157.832,16.0
256,71680,2048,157.442,32.0
2048,71744,2048,159.922,4.0
1024,71744,2048,159.024,8.0
512,71744,2048,159.312,16.0
256,71744,2048,158.685,32.0
2048,71808,2048,159.283,4.0
1024,71808,2048,159.604,8.0
512,71808,2048,159.254,16.0
256,71808,2048,159.915,32.0
2048,71872,2048,158.192,4.0
1024,71872,2048,159.115,8.0
512,71872,2048,157.416,16.0
256,71872,2048,158.012,32.0
2048,71936,2048,158.137,4.0
1024,71936,2048,158.599,8.0
512,71936,2048,157.855,16.0
256,71936,2048,157.264,32.0
2048,72000,2048,158.403,4.0
1024,72000,2048,157.463,8.0
512,72000,2048,157.465,16.0
256,72000,2048,158.5,32.0
2048,72064,2048,159.077,4.0
1024,72064,2048,159.149,8.0
512,72064,2048,159.841,16.0
256,72064,2048,158.562,32.0
2048,72128,2048,158.325,4.0
1024,72128,2048,158.121,8.0
512,72128,2048,158.513,16.0
256,72128,2048,159.045,32.0
2048,72192,2048,160.534,4.0
1024,72192,2048,158.635,8.0
512,72192,2048,159.094,16.0
256,72192,2048,158.01,32.0
2048,72256,2048,157.947,4.0
1024,72256,2048,157.645,8.0
512,72256,2048,158.245,16.0
256,72256,2048,157.141,32.0
2048,72320,2048,159.111,4.0
1024,72320,2048,158.897,8.0
512,72320,2048,158.739,16.0
256,72320,2048,159.196,32.0
2048,72384,2048,158.307,4.0
1024,72384,2048,158.737,8.0
512,72384,2048,158.619,16.0
256,72384,2048,159.519,32.0
2048,72448,2048,158.004,4.0
1024,72448,2048,158.638,8.0
512,72448,2048,158.95,16.0
256,72448,2048,158.913,32.0
2048,72512,2048,159.113,4.0
1024,72512,2048,159.738,8.0
512,72512,2048,159.664,16.0
256,72512,2048,158.349,32.0
2048,72576,2048,158.299,4.0
1024,72576,2048,156.973,8.0
512,72576,2048,158.243,16.0
256,72576,2048,157.678,32.0
2048,72640,2048,157.969,4.0
1024,72640,2048,158.699,8.0
512,72640,2048,158.711,16.0
256,72640,2048,158.624,32.0
2048,72704,2048,159.367,4.0
1024,72704,2048,158.987,8.0
512,72704,2048,159.141,16.0
256,72704,2048,158.607,32.0
2048,72768,2048,158.025,4.0
1024,72768,2048,158.432,8.0
512,72768,2048,160.0,16.0
256,72768,2048,158.665,32.0
2048,72832,2048,159.108,4.0
1024,72832,2048,159.079,8.0
512,72832,2048,157.285,16.0
256,72832,2048,158.875,32.0
2048,72896,2048,159.265,4.0
1024,72896,2048,158.742,8.0
512,72896,2048,157.413,16.0
256,72896,2048,158.863,32.0
2048,72960,2048,153.16,4.0
1024,72960,2048,153.045,8.0
512,72960,2048,153.656,16.0
256,72960,2048,152.718,32.0
2048,73024,2048,159.811,4.0
1024,73024,2048,158.577,8.0
512,73024,2048,159.316,16.0
256,73024,2048,157.884,32.0
2048,73088,2048,159.338,4.0
1024,73088,2048,159.561,8.0
512,73088,2048,158.682,16.0
256,73088,2048,159.335,32.0
2048,73152,2048,159.361,4.0
1024,73152,2048,158.691,8.0
512,73152,2048,156.94,16.0
256,73152,2048,159.263,32.0
2048,73216,2048,158.591,4.0
1024,73216,2048,159.225,8.0
512,73216,2048,159.338,16.0
256,73216,2048,159.027,32.0
2048,73280,2048,158.334,4.0
1024,73280,2048,157.988,8.0
512,73280,2048,158.246,16.0
256,73280,2048,157.024,32.0
2048,73344,2048,158.071,4.0
1024,73344,2048,158.213,8.0
512,73344,2048,159.288,16.0
256,73344,2048,159.124,32.0
2048,73408,2048,157.51,4.0
1024,73408,2048,158.395,8.0
512,73408,2048,159.016,16.0
256,73408,2048,158.782,32.0
2048,73472,2048,158.677,4.0
1024,73472,2048,158.694,8.0
512,73472,2048,159.374,16.0
256,73472,2048,159.0,32.0
2048,73536,2048,154.883,4.0
1024,73536,2048,155.744,8.0
512,73536,2048,154.103,16.0
256,73536,2048,155.492,32.0
2048,73600,2048,157.802,4.0
1024,73600,2048,159.274,8.0
512,73600,2048,158.69,16.0
256,73600,2048,159.124,32.0
2048,73664,2048,158.624,4.0
1024,73664,2048,157.73,8.0
512,73664,2048,158.357,16.0
256,73664,2048,158.824,32.0
2048,73728,2048,157.003,4.0
1024,73728,2048,156.911,8.0
512,73728,2048,155.458,16.0
256,73728,2048,156.876,32.0
2048,73792,2048,158.805,4.0
1024,73792,2048,158.938,8.0
512,73792,2048,158.88,16.0
256,73792,2048,157.92,32.0
2048,73856,2048,157.419,4.0
1024,73856,2048,158.794,8.0
512,73856,2048,158.427,16.0
256,73856,2048,158.083,32.0
2048,73920,2048,159.424,4.0
1024,73920,2048,159.179,8.0
512,73920,2048,159.253,16.0
256,73920,2048,159.026,32.0
2048,73984,2048,153.63,4.0
1024,73984,2048,152.293,8.0
512,73984,2048,152.172,16.0
256,73984,2048,151.35,32.0
2048,74048,2048,158.932,4.0
1024,74048,2048,158.512,8.0
512,74048,2048,159.06,16.0
256,74048,2048,158.478,32.0
2048,74112,2048,157.802,4.0
1024,74112,2048,158.35,8.0
512,74112,2048,158.341,16.0
256,74112,2048,158.171,32.0
2048,74176,2048,156.841,4.0
1024,74176,2048,161.225,8.0
512,74176,2048,158.357,16.0
256,74176,2048,157.161,32.0
2048,74240,2048,158.447,4.0
1024,74240,2048,158.769,8.0
512,74240,2048,159.996,16.0
256,74240,2048,159.002,32.0
2048,74304,2048,155.521,4.0
1024,74304,2048,156.156,8.0
512,74304,2048,156.842,16.0
256,74304,2048,156.359,32.0
2048,74368,2048,157.723,4.0
1024,74368,2048,157.708,8.0
512,74368,2048,157.923,16.0
256,74368,2048,158.484,32.0
2048,74432,2048,158.677,4.0
1024,74432,2048,158.855,8.0
512,74432,2048,158.675,16.0
256,74432,2048,158.463,32.0
2048,74496,2048,159.161,4.0
1024,74496,2048,158.414,8.0
512,74496,2048,157.764,16.0
256,74496,2048,157.682,32.0
2048,74560,2048,157.789,4.0
1024,74560,2048,158.493,8.0
512,74560,2048,159.648,16.0
256,74560,2048,159.732,32.0
2048,74624,2048,157.893,4.0
1024,74624,2048,158.583,8.0
512,74624,2048,156.969,16.0
256,74624,2048,158.138,32.0
2048,74688,2048,159.056,4.0
1024,74688,2048,158.921,8.0
512,74688,2048,158.767,16.0
256,74688,2048,158.754,32.0
2048,74752,2048,160.107,4.0
1024,74752,2048,159.117,8.0
512,74752,2048,159.17,16.0
256,74752,2048,158.082,32.0
2048,74816,2048,154.437,4.0
1024,74816,2048,153.207,8.0
512,74816,2048,153.44,16.0
256,74816,2048,152.799,32.0
2048,74880,2048,148.386,4.0
