num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,attention_qkv_transform,attention_score,attention_over_value,attention_linear_projection,mlp_h_to_4h,transformer_layer_norm,logit_block,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
8,280,4,2048,51200,256,1,1,1,62.884,32.14,21.89,28.368,76.459,0.0,141.195,0.0025,9.604,0.0001,152.917,0.0027,12.878
8,288,4,2048,51200,256,1,1,1,78.041,38.094,25.784,30.829,84.829,0.0001,136.154,0.0025,9.908,0.0001,169.657,0.0027,13.361
8,296,4,2048,51200,256,1,1,1,70.924,33.968,23.332,33.477,85.548,0.0001,140.564,0.0026,9.894,0.0001,171.097,0.0028,13.46
8,304,4,2048,51200,256,1,1,1,76.113,37.174,27.834,33.738,82.74,0.0,143.602,0.0025,10.494,0.0001,165.48,0.0027,14.351
8,312,4,2048,51200,256,1,1,1,77.272,35.784,24.705,35.728,89.299,0.0,153.436,0.0025,10.803,0.0001,178.598,0.0027,14.884
8,320,4,2048,51200,256,1,1,1,118.483,41.67,29.241,56.527,101.312,0.0,146.347,0.0025,11.135,0.0001,202.623,0.0027,15.455
8,328,4,2048,51200,256,1,1,1,80.708,37.273,25.063,39.557,89.931,0.0,144.607,0.0027,10.579,0.0001,179.863,0.0029,14.758
8,336,4,2048,51200,256,1,1,1,87.802,40.968,31.255,41.66,97.455,0.0,156.699,0.0025,11.78,0.0001,194.909,0.0027,16.507
8,344,4,2048,51200,256,1,1,1,79.028,38.776,26.157,43.825,94.392,0.0,155.224,0.0027,11.356,0.0001,188.785,0.0029,16.009
8,352,4,2048,51200,256,1,1,1,90.627,43.68,31.339,46.221,107.07,0.0,164.387,0.0026,12.425,0.0001,214.14,0.0027,17.629
8,360,4,2048,51200,256,1,1,1,83.466,40.33,27.31,46.811,102.183,0.0,162.921,0.0027,12.017,0.0001,204.366,0.0029,17.137
8,368,4,2048,51200,256,1,1,1,90.637,44.29,33.229,49.526,110.059,0.0,160.401,0.0027,12.465,0.0001,220.118,0.0029,17.883
8,376,4,2048,51200,256,1,1,1,89.456,42.179,28.426,49.92,101.592,0.0,178.271,0.0026,13.086,0.0001,203.185,0.0028,18.787
8,384,4,2048,51200,256,1,1,1,101.68,46.957,34.637,51.098,118.311,0.0,177.819,0.0026,13.753,0.0001,236.623,0.0027,19.932
8,392,4,2048,51200,256,1,1,1,91.929,35.962,28.192,53.43,113.305,0.0001,142.961,0.0033,11.153,0.0001,226.609,0.0035,16.35
8,400,4,2048,51200,256,1,1,1,99.599,47.167,35.696,55.445,120.25,0.0,160.253,0.0029,12.959,0.0001,240.499,0.0031,19.016
8,408,4,2048,51200,256,1,1,1,96.214,37.602,29.143,42.615,115.272,0.0001,172.619,0.003,12.911,0.0001,230.545,0.0032,18.978
8,416,4,2048,51200,256,1,1,1,112.276,49.15,36.427,63.974,131.145,0.0,183.088,0.0027,14.577,0.0001,262.29,0.0029,21.543
8,424,4,2048,51200,256,1,1,1,99.062,38.385,30.152,59.964,122.829,0.0,179.244,0.003,13.57,0.0001,245.659,0.0032,20.21
8,432,4,2048,51200,256,1,1,1,101.56,49.943,39.008,66.24,151.519,0.0,185.361,0.0028,14.971,0.0001,303.037,0.0029,22.424
8,440,4,2048,51200,256,1,1,1,96.942,38.967,30.165,60.719,117.566,0.0,181.865,0.003,13.849,0.0001,235.133,0.0033,20.778
8,448,4,2048,51200,256,1,1,1,137.319,52.871,39.476,104.858,141.861,0.0,187.515,0.0028,15.588,0.0001,283.722,0.003,23.479
8,456,4,2048,51200,256,1,1,1,101.879,40.029,31.074,66.958,114.017,0.0,192.075,0.003,14.658,0.0001,228.034,0.0032,22.107
8,464,4,2048,51200,256,1,1,1,111.721,53.188,41.638,95.439,126.794,0.0,194.111,0.0028,16.14,0.0001,253.588,0.003,24.397
8,472,4,2048,51200,256,1,1,1,121.562,41.503,31.777,72.193,120.545,0.0,191.498,0.0031,14.985,0.0001,241.089,0.0033,22.833
8,480,4,2048,51200,256,1,1,1,151.237,55.707,41.708,80.112,136.081,0.0,203.221,0.0028,17.027,0.0001,272.161,0.003,25.945
8,488,4,2048,51200,256,1,1,1,107.902,42.704,32.733,74.575,124.896,0.0,203.445,0.0031,15.82,0.0001,249.792,0.0033,24.27
8,496,4,2048,51200,256,1,1,1,118.18,56.44,43.788,84.965,125.803,0.0001,197.222,0.0029,16.838,0.0001,251.606,0.0032,25.81
8,504,4,2048,51200,256,1,1,1,105.451,42.035,33.953,76.956,133.391,0.0001,208.146,0.0031,16.259,0.0001,266.782,0.0033,25.159
8,512,4,2048,51200,256,1,1,1,138.966,62.7,46.684,57.481,141.282,0.0001,217.692,0.0028,18.523,0.0001,282.564,0.003,28.304
8,520,4,2048,51200,256,1,1,1,117.909,42.186,40.39,61.806,116.769,0.0001,120.22,0.0047,11.295,0.0002,233.539,0.005,17.782
8,528,4,2048,51200,256,1,1,1,128.689,57.004,47.019,69.969,128.231,0.0001,127.331,0.0043,12.38,0.0001,256.462,0.0046,19.514
8,536,4,2048,51200,256,1,1,1,121.399,43.918,41.319,65.159,121.129,0.0001,127.432,0.0046,12.013,0.0002,242.257,0.0049,19.008
8,544,4,2048,51200,256,1,1,1,143.847,61.419,55.341,101.013,137.823,0.0001,129.369,0.0043,12.99,0.0001,275.646,0.0046,20.61
8,552,4,2048,51200,256,1,1,1,123.653,44.277,42.607,66.035,120.878,0.0001,131.812,0.0046,12.495,0.0002,241.756,0.0049,19.883
8,560,4,2048,51200,256,1,1,1,132.514,60.072,49.138,77.38,147.985,0.0001,135.132,0.0044,13.351,0.0001,295.969,0.0046,21.38
8,568,4,2048,51200,256,1,1,1,125.694,44.348,43.633,67.491,123.502,0.0001,135.55,0.0046,12.922,0.0002,247.003,0.0049,20.658
8,576,4,2048,51200,256,1,1,1,145.084,62.459,59.185,83.474,161.109,0.0001,136.456,0.0044,13.87,0.0001,322.218,0.0046,22.404
8,584,4,2048,51200,256,1,1,1,129.429,45.47,43.992,70.984,126.422,0.0001,143.911,0.0045,13.71,0.0002,252.844,0.0048,22.082
8,592,4,2048,51200,256,1,1,1,135.085,63.472,51.028,80.196,142.765,0.0001,138.124,0.0045,13.943,0.0002,285.53,0.0048,22.602
8,600,4,2048,51200,256,1,1,1,115.02,45.442,45.238,89.693,133.868,0.0001,147.093,0.0045,14.098,0.0002,267.737,0.0049,22.814
8,608,4,2048,51200,256,1,1,1,137.068,57.076,61.642,88.443,157.559,0.0001,143.044,0.0045,14.597,0.0002,315.118,0.0048,23.864
8,616,4,2048,51200,256,1,1,1,120.298,47.758,44.287,73.383,123.158,0.0001,145.576,0.0047,14.12,0.0002,246.316,0.005,23.008
8,624,4,2048,51200,256,1,1,1,132.833,66.664,53.964,85.839,152.402,0.0001,145.029,0.0045,14.878,0.0002,304.803,0.0048,24.437
8,632,4,2048,51200,256,1,1,1,124.193,48.639,47.083,81.314,143.136,0.0001,149.002,0.0047,14.646,0.0002,286.271,0.005,24.116
8,640,4,2048,51200,256,1,1,1,152.705,69.96,65.36,97.883,169.896,0.0001,151.378,0.0044,15.926,0.0002,339.792,0.0047,26.361
8,648,4,2048,51200,256,1,1,1,128.353,46.828,46.476,84.725,120.443,0.0001,151.598,0.0048,14.918,0.0002,240.886,0.0051,24.517
8,656,4,2048,51200,256,1,1,1,141.921,66.767,55.788,93.958,146.644,0.0001,151.726,0.0046,15.786,0.0002,293.287,0.0049,26.12
8,664,4,2048,51200,256,1,1,1,131.371,49.432,48.067,87.581,135.173,0.0001,154.747,0.0048,15.428,0.0002,270.346,0.0051,25.569
8,672,4,2048,51200,256,1,1,1,159.548,70.712,67.045,103.915,157.823,0.0001,155.266,0.0045,16.612,0.0002,315.646,0.0048,27.707
8,680,4,2048,51200,256,1,1,1,134.009,50.759,48.796,90.448,136.8,0.0001,158.794,0.0048,15.944,0.0002,273.599,0.0051,26.597
8,688,4,2048,51200,256,1,1,1,132.252,70.092,59.23,100.875,151.885,0.0001,155.244,0.0047,16.461,0.0002,303.771,0.005,27.62
8,696,4,2048,51200,256,1,1,1,122.078,50.858,49.893,92.805,143.78,0.0001,161.813,0.0048,16.29,0.0002,287.561,0.0052,27.37
8,704,4,2048,51200,256,1,1,1,151.045,74.622,69.674,111.418,179.332,0.0001,165.798,0.0045,17.909,0.0002,358.665,0.0048,30.269
8,712,4,2048,51200,256,1,1,1,126.253,50.901,50.073,98.223,145.92,0.0001,171.408,0.0047,17.188,0.0002,291.84,0.0051,28.973
8,720,4,2048,51200,256,1,1,1,139.146,73.156,60.362,105.956,157.637,0.0001,167.746,0.0046,17.912,0.0002,315.273,0.005,30.289
8,728,4,2048,51200,256,1,1,1,129.01,52.801,50.781,100.968,149.248,0.0001,176.121,0.0047,17.788,0.0002,298.496,0.0051,30.119
8,736,4,2048,51200,256,1,1,1,161.171,76.241,72.245,117.148,174.091,0.0001,167.696,0.0046,18.502,0.0002,348.182,0.0049,31.545
8,744,4,2048,51200,256,1,1,1,130.304,54.356,49.353,111.25,152.679,0.0001,168.818,0.005,17.407,0.0002,305.358,0.0053,29.728
8,752,4,2048,51200,256,1,1,1,155.179,75.223,62.656,112.224,166.282,0.0001,168.583,0.0047,18.459,0.0002,332.563,0.0051,31.597
8,760,4,2048,51200,256,1,1,1,141.781,53.755,52.377,104.222,155.341,0.0001,179.713,0.0048,18.512,0.0002,310.683,0.0052,31.704
8,768,4,2048,51200,256,1,1,1,176.173,83.021,77.958,122.263,181.239,0.0001,168.873,0.0047,19.192,0.0002,362.478,0.0051,33.109
8,776,4,2048,51200,256,1,1,1,139.299,50.081,55.523,99.136,146.424,0.0001,174.354,0.005,18.183,0.0003,292.848,0.0055,31.233
8,784,4,2048,51200,256,1,1,1,155.601,75.681,65.754,112.595,162.375,0.0001,179.828,0.0047,19.814,0.0002,324.751,0.0051,34.074
8,792,4,2048,51200,256,1,1,1,141.688,52.116,56.236,95.37,149.594,0.0001,174.019,0.0051,18.389,0.0003,299.188,0.0056,31.781
8,800,4,2048,51200,256,1,1,1,175.308,81.78,70.404,109.776,173.836,0.0001,167.967,0.005,19.203,0.0002,347.671,0.0054,33.394
8,808,4,2048,51200,256,1,1,1,145.333,52.879,57.646,105.53,154.04,0.0001,171.037,0.0053,18.415,0.0003,308.08,0.0057,32.044
8,816,4,2048,51200,256,1,1,1,172.763,78.517,68.892,112.144,168.876,0.0001,171.46,0.005,19.581,0.0003,337.752,0.0054,34.147
8,824,4,2048,51200,256,1,1,1,134.83,52.294,58.608,107.711,156.197,0.0001,169.417,0.0054,18.374,0.0003,312.394,0.0059,32.026
8,832,4,2048,51200,256,1,1,1,179.908,83.926,80.185,153.097,183.815,0.0001,173.539,0.005,20.38,0.0002,367.63,0.0054,35.763
8,840,4,2048,51200,256,1,1,1,149.852,52.846,59.373,108.245,157.244,0.0001,170.177,0.0055,18.701,0.0003,314.487,0.0059,32.866
8,848,4,2048,51200,256,1,1,1,167.165,79.074,70.375,119.249,173.364,0.0001,185.04,0.0049,21.151,0.0003,346.727,0.0053,37.091
8,856,4,2048,51200,256,1,1,1,134.346,54.822,59.869,114.117,159.983,0.0001,185.313,0.0053,20.082,0.0003,319.967,0.0057,35.299
8,864,4,2048,51200,256,1,1,1,167.085,84.453,81.326,133.289,188.511,0.0001,177.659,0.0051,21.0,0.0003,377.022,0.0055,37.195
8,872,4,2048,51200,256,1,1,1,135.729,55.441,61.008,113.919,161.291,0.0001,188.621,0.0053,20.559,0.0003,322.582,0.0057,36.281
8,880,4,2048,51200,256,1,1,1,152.988,81.515,74.116,124.39,177.402,0.0001,172.074,0.0054,20.329,0.0003,354.803,0.0058,36.172
8,888,4,2048,51200,256,1,1,1,135.406,54.254,61.89,115.353,161.373,0.0001,183.812,0.0055,20.3,0.0003,322.746,0.006,36.034
8,896,4,2048,51200,256,1,1,1,172.345,90.036,86.752,121.251,179.054,0.0001,194.551,0.0049,23.097,0.0003,358.109,0.0053,41.05
8,904,4,2048,51200,256,1,1,1,139.239,52.069,61.603,118.113,164.326,0.0001,194.996,0.0054,21.287,0.0003,328.652,0.0058,37.857
8,912,4,2048,51200,256,1,1,1,157.529,81.232,75.299,132.871,182.525,0.0001,174.266,0.0055,20.905,0.0003,365.049,0.006,37.523
8,920,4,2048,51200,256,1,1,1,131.553,31.793,62.308,120.965,167.4,0.0001,195.388,0.0058,20.046,0.0003,334.8,0.0063,36.017
8,928,4,2048,51200,256,1,1,1,177.197,88.161,87.764,144.566,199.176,0.0001,194.803,0.005,23.552,0.0003,398.352,0.0055,42.206
8,936,4,2048,51200,256,1,1,1,143.962,56.06,63.413,122.641,168.158,0.0001,196.766,0.0055,22.012,0.0003,336.316,0.006,39.44
8,944,4,2048,51200,256,1,1,1,166.064,84.369,78.234,134.59,189.517,0.0001,190.357,0.0053,22.918,0.0003,379.034,0.0058,41.194
8,952,4,2048,51200,256,1,1,1,138.619,55.783,64.434,147.31,162.603,0.0001,199.242,0.0055,22.42,0.0004,325.206,0.006,40.206
8,960,4,2048,51200,256,1,1,1,187.06,92.077,91.367,144.964,204.489,0.0001,189.32,0.0053,23.541,0.0003,408.979,0.0058,42.695
8,968,4,2048,51200,256,1,1,1,146.416,56.288,64.951,129.839,153.43,0.0001,201.002,0.0055,22.77,0.0004,306.86,0.0061,40.809
8,976,4,2048,51200,256,1,1,1,174.082,86.2,79.38,143.552,179.185,0.0001,192.555,0.0054,23.594,0.0003,358.37,0.0059,42.638
8,984,4,2048,51200,256,1,1,1,157.463,58.5,64.397,130.804,156.975,0.0001,200.489,0.0056,23.05,0.0004,313.95,0.0062,41.427
8,992,4,2048,51200,256,1,1,1,193.166,93.082,92.543,154.552,188.044,0.0001,206.436,0.0051,25.683,0.0003,376.088,0.0056,46.404
8,1000,4,2048,51200,256,1,1,1,160.544,59.502,65.546,135.989,159.782,0.0001,209.005,0.0055,24.047,0.0004,319.563,0.0061,43.331
8,1008,4,2048,51200,256,1,1,1,165.457,85.654,81.227,147.268,183.866,0.0001,199.593,0.0055,24.573,0.0004,367.731,0.006,44.703
8,1016,4,2048,51200,256,1,1,1,172.295,58.026,61.715,130.016,147.321,0.0001,217.917,0.0055,24.807,0.0005,294.643,0.0061,44.489
8,1024,4,2048,51200,256,1,1,1,200.574,103.768,100.797,156.636,192.816,0.0001,216.21,0.005,27.424,0.0004,385.631,0.0056,49.21
8,1032,4,2048,51200,256,1,1,1,150.46,56.405,50.227,118.157,163.475,0.0001,152.533,0.0075,18.604,0.0004,326.951,0.0082,34.188
8,1040,4,2048,51200,256,1,1,1,161.609,78.497,71.078,136.147,190.671,0.0001,143.883,0.0075,18.863,0.0004,381.341,0.0081,34.963
8,1048,4,2048,51200,256,1,1,1,154.593,59.465,51.255,120.221,156.203,0.0001,150.083,0.0076,18.642,0.0005,312.406,0.0083,34.299
8,1056,4,2048,51200,256,1,1,1,186.23,99.242,92.332,149.463,209.475,0.0001,150.948,0.007,20.488,0.0003,418.95,0.0076,38.042
8,1064,4,2048,51200,256,1,1,1,155.955,59.87,51.868,128.451,176.381,0.0001,156.311,0.0075,19.423,0.0004,352.763,0.0082,35.994
8,1072,4,2048,51200,256,1,1,1,170.094,83.949,72.533,128.89,195.395,0.0001,154.72,0.0072,20.41,0.0004,390.789,0.0079,37.939
8,1080,4,2048,51200,256,1,1,1,157.745,59.005,52.709,123.388,177.77,0.0001,151.638,0.0078,19.105,0.0004,355.54,0.0085,35.602
8,1088,4,2048,51200,256,1,1,1,191.594,99.572,96.315,153.729,212.426,0.0001,164.849,0.0067,22.436,0.0004,424.851,0.0073,41.712
8,1096,4,2048,51200,256,1,1,1,159.989,59.966,53.472,125.579,161.001,0.0001,149.279,0.008,19.068,0.0005,322.001,0.0087,35.512
8,1104,4,2048,51200,256,1,1,1,176.447,90.51,73.025,141.504,179.999,0.0001,149.018,0.0076,20.227,0.0004,359.998,0.0083,37.761
8,1112,4,2048,51200,256,1,1,1,159.708,61.45,53.988,128.42,164.551,0.0001,165.658,0.0075,20.845,0.0005,329.102,0.0082,38.674
8,1120,4,2048,51200,256,1,1,1,199.509,100.894,97.887,160.163,199.148,0.0001,172.852,0.0066,23.739,0.0004,398.296,0.0073,44.106
8,1128,4,2048,51200,256,1,1,1,149.418,62.441,54.746,125.765,162.484,0.0001,153.677,0.008,19.789,0.0005,324.969,0.0088,37.001
8,1136,4,2048,51200,256,1,1,1,179.914,98.792,75.177,156.387,179.669,0.0001,150.377,0.0077,20.837,0.0005,359.339,0.0084,39.083
8,1144,4,2048,51200,256,1,1,1,158.472,59.26,55.497,126.429,162.417,0.0001,153.167,0.0082,19.87,0.0005,324.835,0.009,37.271
8,1152,4,2048,51200,256,1,1,1,194.832,99.38,103.002,154.251,198.46,0.0001,177.884,0.0067,24.621,0.0004,396.92,0.0074,45.968
8,1160,4,2048,51200,256,1,1,1,161.44,56.221,55.95,129.077,161.228,0.0001,153.359,0.0083,19.971,0.0005,322.456,0.0091,37.563
8,1168,4,2048,51200,256,1,1,1,194.203,93.76,76.846,164.736,185.828,0.0001,159.185,0.0076,22.183,0.0005,371.657,0.0083,41.782
8,1176,4,2048,51200,256,1,1,1,164.639,60.277,56.365,132.352,164.719,0.0001,175.369,0.0076,22.416,0.0006,329.437,0.0084,41.91
8,1184,4,2048,51200,256,1,1,1,207.893,104.067,102.477,167.797,209.984,0.0001,153.881,0.0077,22.273,0.0004,419.967,0.0084,42.362
8,1192,4,2048,51200,256,1,1,1,151.113,57.21,53.018,134.781,168.521,0.0001,157.472,0.0084,20.515,0.0006,337.041,0.0092,38.871
8,1200,4,2048,51200,256,1,1,1,190.225,96.848,77.889,153.042,189.228,0.0001,159.08,0.0078,22.461,0.0005,378.456,0.0085,42.579
8,1208,4,2048,51200,256,1,1,1,145.147,58.514,57.648,134.924,174.643,0.0001,180.965,0.0077,23.047,0.0005,349.285,0.0085,43.439
8,1216,4,2048,51200,256,1,1,1,206.006,107.419,106.366,170.993,223.738,0.0001,170.341,0.0072,24.635,0.0004,447.475,0.0079,46.932
8,1224,4,2048,51200,256,1,1,1,170.522,59.166,56.003,142.909,164.695,0.0001,175.72,0.0079,22.9,0.0006,329.39,0.0087,43.167
8,1232,4,2048,51200,256,1,1,1,193.395,99.373,80.439,159.492,186.277,0.0001,163.194,0.0078,23.339,0.0005,372.555,0.0086,44.34
8,1240,4,2048,51200,256,1,1,1,172.927,61.513,56.754,145.049,164.675,0.0001,168.796,0.0082,22.485,0.0006,329.351,0.0091,42.598
8,1248,4,2048,51200,256,1,1,1,172.234,101.739,108.285,177.604,206.558,0.0001,161.501,0.0079,23.615,0.0005,413.116,0.0086,45.248
8,1256,4,2048,51200,256,1,1,1,174.292,62.797,57.374,147.795,158.392,0.0001,165.116,0.0084,22.325,0.0007,316.783,0.0093,42.338
8,1264,4,2048,51200,256,1,1,1,197.828,90.921,81.188,176.393,191.238,0.0001,188.326,0.0072,26.454,0.0005,382.476,0.008,50.062
8,1272,4,2048,51200,256,1,1,1,179.536,61.12,57.79,148.261,154.879,0.0001,173.774,0.0082,23.344,0.0007,309.758,0.0091,44.144
8,1280,4,2048,51200,256,1,1,1,217.368,110.082,113.049,188.085,214.337,0.0001,163.533,0.0078,24.623,0.0005,428.674,0.0086,47.47
8,1288,4,2048,51200,256,1,1,1,160.185,59.366,60.829,137.496,173.343,0.0001,180.28,0.0081,23.98,0.0006,346.685,0.009,45.729
8,1296,4,2048,51200,256,1,1,1,182.131,99.302,78.586,151.736,193.386,0.0001,187.029,0.0074,26.49,0.0006,386.772,0.0083,50.474
8,1304,4,2048,51200,256,1,1,1,111.462,62.025,61.85,139.914,167.265,0.0001,166.493,0.0089,22.274,0.0007,334.529,0.0099,42.799
8,1312,4,2048,51200,256,1,1,1,200.074,110.701,107.668,164.35,218.658,0.0001,175.689,0.0077,26.203,0.0005,437.316,0.0084,50.539
8,1320,4,2048,51200,256,1,1,1,163.141,62.708,62.658,141.212,177.512,0.0001,183.966,0.0082,24.852,0.0006,355.024,0.0091,47.59
8,1328,4,2048,51200,256,1,1,1,180.742,98.865,85.838,163.505,196.108,0.0001,179.389,0.0078,26.122,0.0006,392.216,0.0087,50.202
8,1336,4,2048,51200,256,1,1,1,154.5,36.579,63.36,141.356,178.446,0.0001,175.527,0.0091,22.725,0.0007,356.892,0.01,44.024
8,1344,4,2048,51200,256,1,1,1,199.535,111.077,115.705,168.153,215.268,0.0001,190.568,0.0073,28.444,0.0005,430.535,0.0081,54.707
8,1352,4,2048,51200,256,1,1,1,155.808,61.391,63.809,143.651,166.918,0.0001,190.881,0.0082,25.747,0.0007,333.835,0.0092,49.18
8,1360,4,2048,51200,256,1,1,1,184.45,103.226,87.475,159.83,186.233,0.0001,169.788,0.0084,25.4,0.0007,372.466,0.0093,49.042
8,1368,4,2048,51200,256,1,1,1,170.215,65.232,64.332,146.733,164.616,0.0001,174.348,0.0087,24.513,0.0007,329.232,0.0098,47.145
8,1376,4,2048,51200,256,1,1,1,212.901,114.171,117.759,175.856,214.057,0.0001,169.552,0.0082,26.336,0.0006,428.113,0.0091,51.311
8,1384,4,2048,51200,256,1,1,1,175.206,64.192,65.063,150.821,176.11,0.0001,195.333,0.0081,26.877,0.0007,352.22,0.0091,51.613
8,1392,4,2048,51200,256,1,1,1,176.868,103.336,84.225,163.172,194.431,0.0001,184.035,0.0081,27.262,0.0007,388.862,0.009,52.735
8,1400,4,2048,51200,256,1,1,1,174.424,62.917,65.8,149.835,165.239,0.0001,185.174,0.0086,25.953,0.0008,330.479,0.0096,49.9
8,1408,4,2048,51200,256,1,1,1,217.156,116.896,124.617,174.703,213.296,0.0001,194.526,0.0075,29.963,0.0006,426.592,0.0083,58.016
8,1416,4,2048,51200,256,1,1,1,177.1,60.492,66.352,153.681,173.264,0.0001,175.152,0.0091,25.01,0.0008,346.528,0.0101,48.568
8,1424,4,2048,51200,256,1,1,1,200.946,103.837,88.76,168.748,190.871,0.0001,192.561,0.0079,28.937,0.0007,381.743,0.0089,55.818
8,1432,4,2048,51200,256,1,1,1,177.601,63.344,66.877,151.942,171.119,0.0001,176.225,0.0091,25.378,0.0008,342.237,0.0101,49.299
8,1440,4,2048,51200,256,1,1,1,221.146,116.96,121.354,196.154,218.173,0.0001,200.858,0.0075,31.173,0.0006,436.346,0.0083,60.466
