num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,attention_qkv_transform,attention_score,attention_over_value,attention_linear_projection,mlp_h_to_4h,transformer_layer_norm,logit_block,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
96,96,4,2048,51200,256,1,1,1,8.266,1.014,0.952,3.352,14.353,0.0,72.021,0.0078,0.906,0.0,28.706,0.0079,1.045
96,192,4,2048,51200,256,1,1,1,35.951,2.377,1.939,13.434,51.098,0.0,125.39,0.0074,2.064,0.0,102.196,0.0075,2.668
96,288,4,2048,51200,256,1,1,1,73.643,2.949,2.864,30.012,108.37,0.0,136.456,0.0085,2.906,0.0001,216.739,0.0087,4.112
96,384,4,2048,51200,256,1,1,1,99.886,4.638,3.85,53.167,115.816,0.0,166.986,0.0082,4.336,0.0001,231.632,0.0083,6.562
96,480,4,2048,51200,256,1,1,1,120.168,4.848,4.723,81.075,133.388,0.0,199.832,0.0089,5.323,0.0001,266.776,0.0091,8.52
96,576,4,2048,51200,256,1,1,1,156.202,6.823,5.725,82.361,137.546,0.0001,140.144,0.0098,6.146,0.0002,275.092,0.0101,10.253
96,672,4,2048,51200,256,1,1,1,172.546,6.814,6.55,97.455,150.687,0.0001,156.064,0.0106,7.067,0.0002,301.375,0.0109,12.265
96,768,4,2048,51200,256,1,1,1,155.265,9.014,7.58,116.486,173.308,0.0001,179.576,0.0101,8.916,0.0002,346.617,0.0105,15.975
96,864,4,2048,51200,256,1,1,1,159.087,8.667,8.337,126.768,182.874,0.0001,190.859,0.0109,9.766,0.0003,365.747,0.0114,18.008
96,960,4,2048,51200,256,1,1,1,181.542,10.98,9.4,142.341,196.659,0.0001,193.751,0.0109,11.481,0.0003,393.318,0.0113,21.67
96,1056,4,2048,51200,256,1,1,1,188.484,10.563,10.123,144.453,198.16,0.0001,144.286,0.0134,10.733,0.0004,396.321,0.014,20.675
96,1152,4,2048,51200,256,1,1,1,186.883,13.21,11.254,148.439,184.453,0.0001,157.254,0.013,12.635,0.0005,368.905,0.0137,24.659
96,1248,4,2048,51200,256,1,1,1,202.225,12.382,11.861,157.286,181.443,0.0001,168.7,0.0137,13.605,0.0006,362.886,0.0145,26.938
96,1344,4,2048,51200,256,1,1,1,190.265,15.185,13.013,155.632,208.621,0.0001,182.387,0.0133,15.713,0.0006,417.242,0.0141,31.589
96,1440,4,2048,51200,256,1,1,1,210.791,14.198,13.52,163.967,204.489,0.0001,179.739,0.0144,16.161,0.0007,408.979,0.0153,32.911
96,1536,4,2048,51200,256,1,1,1,203.503,16.754,14.89,184.703,211.644,0.0001,189.048,0.0141,18.235,0.0007,423.288,0.0151,37.515
96,1632,4,2048,51200,256,1,1,1,203.079,15.239,11.366,200.836,209.614,0.0001,179.479,0.0169,16.808,0.0008,419.229,0.018,35.182
96,1728,4,2048,51200,256,1,1,1,202.337,18.757,13.07,188.221,202.142,0.0001,193.325,0.016,19.465,0.001,404.284,0.0172,40.779
96,1824,4,2048,51200,256,1,1,1,211.429,19.209,12.669,187.034,199.288,0.0001,166.436,0.0183,18.629,0.0011,398.575,0.0196,39.544
96,1920,4,2048,51200,256,1,1,1,206.71,19.479,14.132,184.275,215.047,0.0001,168.632,0.0186,19.893,0.0011,430.093,0.02,42.672
96,2016,4,2048,51200,256,1,1,1,210.174,21.093,13.904,202.422,222.155,0.0001,182.471,0.0186,21.571,0.0012,444.31,0.0201,46.508
96,2112,4,2048,51200,256,1,1,1,220.977,22.636,15.823,187.043,217.065,0.0002,169.099,0.0195,22.294,0.0013,434.131,0.0213,47.82
96,2208,4,2048,51200,256,1,1,1,219.779,22.967,15.183,194.82,221.731,0.0002,176.124,0.0201,23.242,0.0014,443.462,0.0221,50.178
96,2304,4,2048,51200,256,1,1,1,208.589,23.044,16.766,188.384,193.894,0.0002,179.495,0.0204,24.577,0.0018,387.788,0.0227,52.752
96,2400,4,2048,51200,256,1,1,1,220.715,24.818,15.367,203.774,221.073,0.0002,200.44,0.0203,26.562,0.0017,442.147,0.0225,57.543
96,2496,4,2048,51200,256,1,1,1,202.129,26.476,18.561,208.96,221.022,0.0003,164.054,0.0224,25.657,0.0018,442.045,0.0248,56.168
96,2592,4,2048,51200,256,1,1,1,216.615,26.523,16.645,197.863,217.945,0.0003,161.665,0.024,25.557,0.002,435.89,0.0266,56.289
96,2688,4,2048,51200,256,1,1,1,203.626,26.039,19.397,198.731,216.917,0.0002,165.341,0.0241,27.143,0.0022,433.833,0.0268,59.814
96,2784,4,2048,51200,256,1,1,1,219.731,28.303,17.713,211.026,207.603,0.0003,164.747,0.0251,27.696,0.0024,415.206,0.028,61.013
96,2880,4,2048,51200,256,1,1,1,199.972,30.012,21.373,200.459,212.949,0.0003,145.913,0.027,27.276,0.0026,425.898,0.0301,60.655
96,2976,4,2048,51200,256,1,1,1,235.848,30.082,18.946,213.693,204.767,0.0003,168.007,0.026,30.035,0.0028,409.534,0.0293,66.204
96,3072,4,2048,51200,256,1,1,1,202.791,32.73,22.396,216.093,217.822,0.0002,177.835,0.0252,32.664,0.0028,435.644,0.0286,72.133
96,3168,4,2048,51200,256,1,1,1,222.939,30.288,21.169,211.702,218.325,0.0003,145.74,0.0298,29.25,0.003,436.65,0.0333,65.666
96,3264,4,2048,51200,256,1,1,1,219.035,32.6,24.105,209.554,221.039,0.0003,147.022,0.0298,30.831,0.0032,442.078,0.0334,69.215
96,3360,4,2048,51200,256,1,1,1,221.283,31.907,22.378,210.441,220.479,0.0003,165.574,0.029,33.31,0.0034,440.958,0.0329,74.407
96,3456,4,2048,51200,256,1,1,1,212.706,36.333,24.952,198.468,190.156,0.0003,170.933,0.0285,35.546,0.0041,380.312,0.0332,77.781
96,3552,4,2048,51200,256,1,1,1,220.281,33.223,23.467,223.463,214.267,0.0003,153.544,0.0318,33.485,0.0039,428.534,0.0362,75.114
96,3648,4,2048,51200,256,1,1,1,216.662,36.269,27.279,226.706,205.757,0.0003,143.411,0.0332,33.662,0.0042,411.514,0.0379,75.397
96,3744,4,2048,51200,256,1,1,1,203.954,35.102,24.793,230.604,201.36,0.0003,147.596,0.0343,34.109,0.0046,402.72,0.0394,76.337
96,3840,4,2048,51200,256,1,1,1,170.828,39.788,27.45,175.555,185.213,0.0003,146.85,0.0355,34.494,0.0052,370.426,0.0412,76.572
